transaction_id,from_account,to_account,amount,timestamp,transaction_type,is_fraud
TXN100091,A758765,A936912,41175.8,2024-01-08 03:51:05,upi,0
TXN100092,A832168,A479580,22526.23,2024-03-07 00:46:07,imps,0
TXN100093,A988456,A327823,39024.13,2024-03-03 02:49:40,imps,0
TXN100094,A386436,A335612,21659.28,2024-03-29 10:06:48,transfer,0
TXN100095,A226516,A777568,15241.02,2024-01-16 17:24:37,neft,0
TXN100096,A413921,A534572,47376.78,2024-02-20 09:07:10,neft,0
TXN100097,A975136,A697347,31771.1,2024-02-23 11:33:12,neft,0
TXN100098,A854377,A557058,26697.23,2024-02-18 19:04:49,upi,0
TXN100099,A929683,A163556,8601.47,2024-03-01 15:08:31,imps,0
TXN100100,A632060,A739244,2107.66,2024-03-24 20:45:21,transfer,0
TXN100101,A876962,A402020,38562.57,2024-01-26 16:41:34,upi,0
TXN100102,A188025,A528184,31967.61,2024-02-18 08:30:46,imps,0
TXN100103,A695164,A664607,24173.09,2024-03-19 03:03:33,rtgs,0
TXN100104,A711878,A960616,3042.66,2024-02-12 16:21:18,rtgs,0
TXN100105,A802258,A945742,30352.68,2024-01-31 08:22:12,neft,0
TXN100106,A349489,A577538,48769.94,2024-01-13 16:42:25,neft,0
TXN100107,A612340,A282480,12124.81,2024-01-12 21:29:48,neft,0
TXN100108,A324643,A632342,2577.73,2024-02-07 07:08:02,imps,0
TXN100109,A564637,A651640,45120.43,2024-03-19 23:32:26,neft,0
TXN100110,A934816,A528231,9532.21,2024-01-16 11:17:41,rtgs,0
TXN100111,A113266,A353080,43959.83,2024-02-18 06:57:24,transfer,0
TXN100112,A712451,A118080,22888.67,2024-01-24 08:56:18,upi,0
TXN100113,A174870,A660086,14103.75,2024-02-28 00:19:10,rtgs,0
TXN100114,A133326,A681128,5419.48,2024-01-14 00:05:27,neft,0
TXN100115,A299367,A938722,18328.57,2024-02-08 21:25:22,transfer,0
TXN100116,A808011,A800005,27683.49,2024-01-08 03:20:29,rtgs,0
TXN100117,A751051,A259097,14022.05,2024-03-01 12:15:29,imps,0
TXN100118,A514463,A632342,19725.49,2024-03-18 04:14:41,neft,0
TXN100119,A564071,A693419,7256.15,2024-02-28 11:50:25,imps,0
TXN100120,A344098,A472528,1993.75,2024-03-10 06:47:22,neft,0
TXN100121,A301939,A831059,7489.59,2024-03-27 17:08:51,imps,0
TXN100122,A701987,A391668,15960.58,2024-02-08 03:39:01,imps,0
TXN100123,A146542,A230394,16851.85,2024-03-21 10:03:14,imps,0
TXN100124,A611650,A751194,15024.54,2024-03-20 04:49:57,transfer,0
TXN100125,A255813,A351083,48995.91,2024-02-26 16:07:28,neft,0
TXN100126,A532067,A744986,34417.78,2024-01-03 14:05:32,imps,0
TXN100127,A891615,A633590,39156.05,2024-03-16 08:35:18,imps,0
TXN100128,A158845,A356702,29196.99,2024-01-17 13:19:18,imps,0
TXN100129,A209680,A867934,42066.3,2024-01-15 08:20:32,upi,1
TXN100130,A248766,A377896,5539.28,2024-01-02 20:07:38,rtgs,0
TXN100131,A156802,A752483,34540.49,2024-02-09 20:14:55,imps,0
TXN100132,A153945,A968962,43647.24,2024-03-12 10:37:30,transfer,0
TXN100133,A856321,A804318,28066.29,2024-03-05 07:06:01,rtgs,0
TXN100134,A521947,A695164,8700.46,2024-03-29 13:24:12,imps,0
TXN100135,A916232,A448588,38610.89,2024-03-10 23:52:33,neft,0
TXN100136,A992697,A725185,12363.63,2024-02-24 04:26:10,neft,0
TXN100137,A799539,A704596,38570.15,2024-03-09 10:32:17,upi,0
TXN100138,A130094,A797229,24016.18,2024-02-24 10:01:50,neft,0
TXN100139,A722656,A678727,27182.38,2024-03-27 23:16:23,rtgs,0
TXN100140,A426775,A134985,40240.56,2024-01-29 04:48:13,transfer,0
TXN100141,A194769,A757924,17350.86,2024-02-12 22:48:39,neft,0
TXN100142,A323508,A648177,41406.19,2024-01-27 07:47:06,imps,0
TXN100143,A446479,A422451,30803.07,2024-02-26 23:24:51,upi,0
TXN100144,A396578,A797416,26575.52,2024-03-02 22:31:06,upi,1
TXN100145,A660069,A596171,35882.03,2024-01-10 18:17:11,upi,1
TXN100146,A256445,A683286,7939.16,2024-03-04 09:21:01,rtgs,0
TXN100147,A185965,A916118,48197.51,2024-02-01 04:22:29,neft,0
TXN100148,A170394,A243423,4518.56,2024-02-25 17:49:39,upi,0
TXN100149,A493049,A444519,46836.64,2024-03-29 15:58:46,upi,0
TXN100150,A964226,A923267,46699.43,2024-01-04 12:40:40,rtgs,0
TXN100151,A428838,A773918,37462.71,2024-03-25 16:35:04,neft,0
TXN100152,A198246,A367095,28419.7,2024-01-11 10:01:43,neft,0
TXN100153,A402020,A293319,26239.71,2024-03-27 08:07:33,upi,0
TXN100154,A540463,A835343,9680.93,2024-01-11 22:29:09,neft,0
TXN100155,A817497,A114338,12900.38,2024-01-19 01:52:31,transfer,0
TXN100156,A859396,A557592,28410.67,2024-03-14 12:35:48,upi,0
TXN100157,A282973,A154118,44857.29,2024-03-21 07:01:33,rtgs,0
TXN100158,A855731,A539375,33479.33,2024-01-18 22:34:17,upi,0
TXN100159,A743378,A178898,391.16,2024-02-07 05:47:35,upi,0
TXN100160,A872343,A265055,16514.78,2024-02-26 13:13:54,imps,1
TXN100161,A261450,A989545,34653.79,2024-01-07 00:45:36,transfer,0
TXN100162,A542374,A386193,34319.38,2024-03-30 14:59:34,neft,0
TXN100163,A154118,A445658,47034.75,2024-02-05 16:26:21,imps,0
TXN100164,A725185,A107540,23935.19,2024-02-14 04:10:37,imps,0
TXN100165,A826353,A819796,45644.2,2024-03-14 12:45:16,imps,0
TXN100166,A613117,A265409,38104.89,2024-03-07 01:18:41,imps,0
TXN100167,A166613,A859782,22365.06,2024-03-09 07:53:38,neft,1
TXN100168,A876039,A189814,3134.81,2024-02-23 04:06:54,imps,0
TXN100169,A831295,A544154,8268.63,2024-03-23 23:05:48,imps,0
TXN100170,A350405,A350280,35860.05,2024-02-17 11:03:06,transfer,0
TXN100171,A853252,A766269,2829.01,2024-01-13 19:27:09,imps,0
TXN100172,A739244,A913694,27961.92,2024-03-06 07:39:44,neft,0
TXN100173,A703655,A423232,40831.84,2024-03-13 09:51:01,upi,0
TXN100174,A472528,A898207,17259.22,2024-01-07 04:34:16,imps,0
TXN100175,A958182,A219971,3497.51,2024-02-15 20:00:20,transfer,0
TXN100176,A794022,A243423,6814.67,2024-03-03 06:51:41,rtgs,0
TXN100177,A630108,A184491,22454.43,2024-03-30 01:01:58,rtgs,0
TXN100178,A913217,A609253,33106.54,2024-02-22 08:39:38,upi,0
TXN100179,A853240,A273148,8964.76,2024-02-22 03:54:10,rtgs,0
TXN100180,A278240,A654634,41749.34,2024-03-14 10:01:32,transfer,0
TXN100181,A658623,A255813,35968.74,2024-02-11 04:17:23,imps,0
TXN100182,A262998,A110139,23058.23,2024-01-16 01:27:32,neft,0
TXN100183,A416282,A656968,38286.22,2024-01-04 03:04:18,rtgs,0
TXN100184,A807764,A737846,44457.62,2024-01-24 08:47:35,upi,1
TXN100185,A591465,A759176,22349.73,2024-03-06 05:55:42,transfer,0
TXN100186,A270555,A870319,21976.19,2024-02-22 09:43:53,upi,0
TXN100187,A409445,A440035,7049.77,2024-01-29 02:01:57,upi,0
TXN100188,A621841,A402099,15979.24,2024-02-28 01:14:56,neft,0
TXN100189,A774591,A704201,49285.49,2024-02-20 14:36:10,upi,0
TXN100190,A333238,A430776,27858.07,2024-02-27 10:41:03,upi,0
TXN100191,A975467,A725084,24806.26,2024-02-03 10:32:40,rtgs,0
TXN100192,A884475,A857537,20845.42,2024-01-15 11:42:08,neft,0
TXN100193,A108491,A768854,23702.27,2024-03-23 11:06:28,upi,0
TXN100194,A853629,A354801,40298.52,2024-03-29 19:30:05,transfer,0
TXN100195,A219346,A188025,27886.47,2024-01-14 00:27:31,rtgs,0
TXN100196,A314181,A596171,32352.96,2024-03-30 12:56:33,rtgs,0
TXN100197,A265840,A157174,36243.01,2024-01-19 11:51:15,transfer,0
TXN100198,A255813,A976566,30165.96,2024-03-25 19:40:59,transfer,0
TXN100199,A736553,A249145,36229.05,2024-02-24 06:12:57,upi,0
TXN100200,A638169,A820184,16681.57,2024-03-29 06:06:35,transfer,0
TXN100201,A265080,A385320,37086.69,2024-03-13 12:21:17,rtgs,0
TXN100202,A579123,A807053,35203.24,2024-02-08 12:13:10,upi,0
TXN100203,A194511,A172792,19064.05,2024-02-21 19:29:41,neft,0
TXN100204,A989545,A546173,44146.46,2024-02-15 05:52:05,transfer,0
TXN100205,A475876,A210665,38093.37,2024-02-01 02:11:51,upi,0
TXN100206,A128276,A319684,28148.11,2024-01-22 11:36:21,upi,1
TXN100207,A224205,A958182,29222.39,2024-03-10 21:44:57,rtgs,0
TXN100208,A225710,A636004,11539.43,2024-02-25 07:42:20,upi,0
TXN100209,A851413,A456331,34258.09,2024-01-25 23:36:53,rtgs,0
TXN100210,A559398,A265649,24555.25,2024-01-17 08:00:46,neft,0
TXN100211,A440131,A520172,24441.4,2024-03-30 00:31:49,imps,0
TXN100212,A725185,A340174,26221.02,2024-03-22 11:10:16,transfer,0
TXN100213,A380150,A174870,38228.73,2024-02-10 00:56:36,upi,0
TXN100214,A734210,A377746,35373.12,2024-01-01 21:18:04,upi,0
TXN100215,A980660,A944151,30910.87,2024-03-05 17:39:04,imps,0
TXN100216,A578975,A497399,835.8,2024-02-21 16:08:41,imps,0
TXN100217,A391704,A303547,36123.53,2024-02-22 00:21:36,neft,1
TXN100218,A147549,A786587,33717.95,2024-03-19 06:30:24,upi,0
TXN100219,A287330,A874483,7487.43,2024-01-19 15:14:02,imps,0
TXN100220,A221761,A916232,13402.87,2024-02-08 12:50:08,transfer,0
TXN100221,A557007,A729577,28271.86,2024-03-08 16:40:42,upi,0
TXN100222,A823811,A317220,4076.82,2024-03-24 07:47:44,transfer,0
TXN100223,A848206,A350867,27657.44,2024-01-06 10:45:26,transfer,0
TXN100224,A500156,A526170,42274.22,2024-03-03 14:44:34,neft,0
TXN100225,A238205,A147623,4813.32,2024-02-21 06:42:00,transfer,0
TXN100226,A575528,A570050,34629.77,2024-02-25 00:42:10,rtgs,0
TXN100227,A632060,A329974,34237.22,2024-01-28 05:18:59,imps,0
TXN100228,A969693,A682765,46441.88,2024-01-31 12:48:08,transfer,0
TXN100229,A966785,A354801,37625.11,2024-03-10 04:44:16,rtgs,0
TXN100230,A146542,A179046,28219.71,2024-02-25 00:29:49,rtgs,0
TXN100231,A398151,A871711,19223.12,2024-03-12 19:43:52,upi,0
TXN100232,A783691,A356059,3967.46,2024-03-13 09:02:22,neft,1
TXN100233,A259784,A852470,41941.8,2024-02-03 01:38:19,imps,0
TXN100234,A426775,A833723,19865.32,2024-03-16 02:30:48,neft,1
TXN100235,A213346,A369452,49629.66,2024-02-17 15:11:20,upi,0
TXN100236,A289179,A915451,21620.8,2024-03-06 23:48:13,imps,0
TXN100237,A112038,A926918,30949.86,2024-03-18 11:36:12,upi,0
TXN100238,A503457,A920391,7753.34,2024-03-10 02:19:40,upi,0
TXN100239,A540869,A578634,5372.22,2024-01-01 12:06:20,neft,0
TXN100240,A736553,A870763,5156.46,2024-01-09 11:25:02,upi,0
TXN100241,A748458,A536390,25646.42,2024-01-11 00:41:23,transfer,0
TXN100242,A901577,A575763,29866.38,2024-03-17 03:52:28,neft,0
TXN100243,A308496,A213668,20719.81,2024-03-16 15:35:44,transfer,0
TXN100244,A572398,A797416,49636.87,2024-01-24 13:37:51,imps,0
TXN100245,A595951,A384913,8516.61,2024-01-27 02:37:35,neft,0
TXN100246,A946721,A694731,8402.01,2024-01-27 19:02:15,rtgs,0
TXN100247,A970813,A892495,18088.19,2024-01-24 22:35:47,rtgs,0
TXN100248,A523389,A416232,5393.27,2024-01-30 13:54:16,transfer,0
TXN100249,A277934,A122394,31028.6,2024-03-19 01:38:02,neft,0
TXN100250,A466960,A201913,41185.59,2024-03-04 05:01:32,imps,0
TXN100251,A415568,A195763,47366.58,2024-01-20 12:01:04,rtgs,0
TXN100252,A736565,A413118,48437.82,2024-01-29 07:07:24,rtgs,0
TXN100253,A385765,A237174,16328.02,2024-01-28 05:08:48,rtgs,0
TXN100254,A337144,A739244,10030.01,2024-02-22 23:24:28,upi,0
TXN100255,A259097,A733052,47652.58,2024-02-14 19:39:27,upi,0
TXN100256,A140115,A480303,34657.12,2024-03-20 12:19:41,rtgs,0
TXN100257,A392004,A533321,15176.49,2024-01-25 12:47:27,upi,0
TXN100258,A890785,A350867,3744.56,2024-02-28 01:17:12,rtgs,0
TXN100259,A387636,A408528,46178.61,2024-03-25 10:23:36,rtgs,0
TXN100260,A859396,A461939,18008.5,2024-03-27 22:40:11,imps,0
TXN100261,A162894,A680099,5513.0,2024-01-25 02:25:12,neft,0
TXN100262,A563711,A270555,28182.85,2024-03-03 15:01:53,rtgs,0
TXN100263,A871711,A534303,39821.74,2024-01-11 06:52:07,transfer,0
TXN100264,A946305,A486945,37355.31,2024-02-24 04:13:08,imps,0
TXN100265,A417212,A853252,18737.27,2024-02-14 23:00:55,imps,0
TXN100266,A589710,A176365,49885.25,2024-02-16 20:56:17,transfer,0
TXN100267,A153945,A185544,4338.45,2024-03-21 17:06:38,upi,0
TXN100268,A598216,A757711,39224.29,2024-02-20 14:17:08,rtgs,0
TXN100269,A211579,A232352,36113.6,2024-02-13 22:16:42,neft,1
TXN100270,A488162,A835132,35553.41,2024-01-03 04:37:37,neft,0
TXN100271,A899929,A374896,8259.49,2024-03-12 21:27:56,upi,0
TXN100272,A418594,A542374,16582.93,2024-02-11 09:30:45,rtgs,0
TXN100273,A330080,A910075,9263.37,2024-03-03 04:25:26,rtgs,0
TXN100274,A587853,A713762,44160.71,2024-02-13 15:35:08,imps,0
TXN100275,A207473,A993744,10779.07,2024-01-28 00:35:25,transfer,0
TXN100276,A805000,A332311,26867.61,2024-02-05 12:21:34,neft,0
TXN100277,A172574,A262060,33551.54,2024-02-17 12:34:49,imps,0
TXN100278,A442027,A624783,19462.53,2024-02-08 02:41:37,imps,0
TXN100279,A821024,A315173,22920.14,2024-01-17 18:01:05,neft,0
TXN100280,A422554,A363626,33621.9,2024-01-31 09:46:32,transfer,0
TXN100281,A791798,A328275,18696.64,2024-01-14 17:23:21,imps,0
TXN100282,A385470,A174299,28761.56,2024-02-11 01:45:06,upi,0
TXN100283,A232413,A986088,45962.09,2024-01-17 19:39:58,imps,0
TXN100284,A220944,A608993,9395.57,2024-03-22 17:58:03,rtgs,0
TXN100285,A651640,A361303,47594.51,2024-02-17 01:13:14,upi,0
TXN100286,A342495,A544611,28101.02,2024-03-04 09:45:46,rtgs,0
TXN100287,A322423,A795205,35521.61,2024-02-13 02:14:58,rtgs,0
TXN100288,A899787,A496922,39804.25,2024-01-22 09:52:15,neft,1
TXN100289,A681542,A768854,14469.08,2024-03-16 19:15:23,rtgs,0
TXN100290,A562236,A892280,24790.9,2024-02-19 14:15:51,transfer,0
TXN100291,A920391,A237795,27178.15,2024-02-05 14:50:59,imps,0
TXN100292,A391476,A913423,35963.06,2024-02-23 01:05:43,upi,0
TXN100293,A899550,A799233,41512.03,2024-03-13 22:45:42,upi,0
TXN100294,A407419,A427110,13177.62,2024-03-24 17:04:14,transfer,0
TXN100295,A598369,A194511,40603.85,2024-01-21 09:03:05,imps,0
TXN100296,A717457,A171744,30532.58,2024-02-11 13:42:05,upi,0
TXN100297,A945664,A237235,40685.82,2024-03-19 04:48:44,transfer,0
TXN100298,A114835,A302511,29863.04,2024-01-17 08:20:51,neft,0
TXN100299,A555673,A373903,28658.14,2024-03-24 07:19:26,imps,0
TXN100300,A297816,A221761,4806.5,2024-03-13 19:50:45,rtgs,0
TXN100301,A466643,A166645,32812.02,2024-03-09 02:26:32,upi,0
TXN100302,A346174,A974224,41432.67,2024-03-14 22:21:43,rtgs,0
TXN100303,A837135,A668950,13472.42,2024-02-10 05:12:51,rtgs,0
TXN100304,A533321,A929090,44012.25,2024-01-10 00:55:35,rtgs,0
TXN100305,A960394,A204555,46819.99,2024-02-05 19:59:53,rtgs,0
TXN100306,A587575,A718439,173.53,2024-03-16 03:51:57,transfer,0
TXN100307,A991597,A643623,33223.98,2024-02-04 18:43:10,transfer,0
TXN100308,A468845,A398830,48408.02,2024-03-21 02:02:03,upi,0
TXN100309,A418635,A488528,14215.47,2024-02-23 03:19:33,imps,0
TXN100310,A724932,A355709,39425.77,2024-03-27 19:31:52,transfer,1
TXN100311,A138479,A964749,41843.27,2024-01-02 13:56:17,transfer,0
TXN100312,A299448,A587623,22853.08,2024-02-11 12:50:40,upi,0
TXN100313,A189511,A341292,44113.28,2024-01-30 07:23:51,upi,0
TXN100314,A132663,A140605,4712.33,2024-02-04 23:52:31,neft,0
TXN100315,A389666,A427730,32463.11,2024-01-06 00:40:23,rtgs,0
TXN100316,A693418,A592296,37773.85,2024-02-11 16:10:50,transfer,0
TXN100317,A126225,A663750,23866.5,2024-01-13 21:12:46,imps,0
TXN100318,A831380,A884256,513.88,2024-03-08 12:51:31,neft,0
TXN100319,A926730,A576786,34716.85,2024-02-16 09:07:20,transfer,0
TXN100320,A379786,A816318,40307.54,2024-01-11 00:28:37,neft,0
TXN100321,A146542,A132938,19166.92,2024-03-19 23:17:04,upi,0
TXN100322,A899929,A698782,3467.16,2024-02-24 16:33:49,transfer,0
TXN100323,A677057,A691364,17591.83,2024-01-21 16:27:18,upi,0
TXN100324,A615611,A499749,22147.07,2024-01-22 02:13:00,transfer,0
TXN100325,A801474,A970357,6201.7,2024-03-11 21:02:40,rtgs,0
TXN100326,A665621,A410016,39564.28,2024-01-25 01:23:02,neft,0
TXN100327,A178898,A224205,30069.9,2024-03-11 00:28:13,imps,0
TXN100328,A289179,A138817,1389.88,2024-03-23 05:48:58,neft,0
TXN100329,A901909,A796212,9472.89,2024-02-08 00:50:45,neft,0
TXN100330,A964749,A325468,39699.21,2024-01-24 05:42:18,rtgs,0
TXN100331,A103717,A526170,31922.21,2024-01-07 21:28:11,imps,0
TXN100332,A688508,A239816,46699.52,2024-01-13 19:32:32,rtgs,0
TXN100333,A264686,A497519,18302.35,2024-03-07 07:22:13,upi,0
TXN100334,A488028,A757937,3695.94,2024-02-27 00:39:22,transfer,1
TXN100335,A238890,A996865,46132.84,2024-03-17 15:10:44,rtgs,0
TXN100336,A438977,A401338,25077.4,2024-02-10 08:01:36,rtgs,0
TXN100337,A503457,A675898,26851.41,2024-02-29 19:29:37,upi,0
TXN100338,A230679,A757924,25589.67,2024-01-20 17:29:04,upi,0
TXN100339,A316881,A378535,31733.0,2024-03-22 00:35:15,transfer,0
TXN100340,A259784,A501126,47673.73,2024-01-24 04:03:55,transfer,0
TXN100341,A323072,A132537,5843.53,2024-02-29 10:45:17,imps,1
TXN100342,A535098,A716113,32919.72,2024-01-18 01:17:04,transfer,1
TXN100343,A446479,A753534,616.96,2024-02-18 04:43:33,neft,0
TXN100344,A272537,A861894,36052.24,2024-01-17 05:03:06,neft,0
TXN100345,A656639,A862569,13474.79,2024-03-27 01:29:45,transfer,0
TXN100346,A581741,A763686,40365.04,2024-01-27 09:45:38,imps,1
TXN100347,A817644,A514463,28853.75,2024-01-08 11:35:10,rtgs,0
TXN100348,A227253,A330283,25005.52,2024-02-25 00:56:25,upi,0
TXN100349,A482364,A134985,5190.1,2024-02-25 17:18:45,transfer,0
TXN100350,A421080,A356787,2249.69,2024-03-24 18:46:08,transfer,0
TXN100351,A582071,A724377,19179.82,2024-01-15 13:43:21,upi,0
TXN100352,A127032,A301629,27665.6,2024-03-29 17:39:08,rtgs,0
TXN100353,A178898,A128418,45796.95,2024-02-01 01:30:10,neft,0
TXN100354,A102805,A359249,6014.08,2024-03-06 08:57:45,transfer,0
TXN100355,A594379,A575786,49071.62,2024-02-08 22:13:21,transfer,0
TXN100356,A219169,A392136,38687.7,2024-01-31 03:58:41,neft,0
TXN100357,A831059,A133326,18477.52,2024-01-29 07:27:56,imps,0
TXN100358,A265649,A619536,12167.07,2024-02-05 18:08:23,imps,0
TXN100359,A562236,A409445,9811.35,2024-03-28 10:11:05,imps,0
TXN100360,A678478,A589710,368.58,2024-02-09 19:27:12,transfer,0
TXN100361,A760356,A752878,41986.72,2024-03-26 04:01:15,transfer,0
TXN100362,A126225,A973294,32882.33,2024-03-23 10:19:38,neft,0
TXN100363,A410636,A196781,21019.8,2024-01-06 19:33:56,upi,0
TXN100364,A575763,A482554,46067.66,2024-03-28 02:49:52,imps,0
TXN100365,A782535,A888295,22949.98,2024-03-13 14:43:54,transfer,0
TXN100366,A118080,A107540,31878.92,2024-02-08 06:54:18,transfer,0
TXN100367,A169403,A359295,33139.07,2024-01-13 16:34:20,upi,0
TXN100368,A911984,A681343,46305.8,2024-02-08 03:38:45,neft,0
TXN100369,A266931,A820892,3780.64,2024-01-20 16:21:16,upi,0
