account_id,timestamp,amount
A577462,2024-02-13 15:47:51,725.28
A474237,2024-03-16 05:16:09,1440.34
A958764,2024-01-13 08:41:12,2327.22
A472467,2024-02-22 05:45:25,3050.03
A609737,2024-02-23 03:51:43,3729.92
A260145,2024-02-29 16:35:51,3481.58
A474963,2024-01-31 23:36:07,2666.1
A906481,2024-02-16 23:31:38,3374.9
A669030,2024-01-05 13:44:27,2702.35
A762171,2024-02-18 23:50:33,2582.24
A394388,2024-02-21 03:21:17,3005.49
A354312,2024-01-12 10:46:57,527.45
A458546,2024-02-09 02:53:22,4067.36
A808769,2024-03-04 06:25:44,4863.22
A248313,2024-01-04 11:30:41,2616.14
A140080,2024-01-21 20:51:05,3160.29
A118367,2024-03-10 07:37:46,4133.35
A580472,2024-03-16 00:23:25,4146.39
A659851,2024-02-03 10:46:20,758.92
A526093,2024-03-17 20:38:09,201.32
A371783,2024-02-12 07:56:58,915.64
A985884,2024-03-30 07:59:10,1669.85
A310549,2024-01-14 17:21:37,1861.33
A812248,2024-01-06 09:52:44,4671.72
A156296,2024-02-09 17:47:38,1434.68
A649852,2024-02-20 13:01:41,3594.74
A296625,2024-01-19 22:48:56,1569.81
A100207,2024-03-30 15:42:15,3302.7
A555238,2024-02-24 06:15:05,2822.57
A407770,2024-02-25 14:29:06,679.22
A112227,2024-02-22 08:17:14,1451.05
A831099,2024-03-07 15:59:49,1212.52
A105435,2024-03-04 02:22:03,2231.77
A910150,2024-02-15 12:57:03,3050.13
A649813,2024-02-14 17:02:46,3627.24
A255339,2024-02-28 12:35:46,57939.84
A509116,2024-02-06 01:04:44,553.16
A715326,2024-01-10 21:28:07,636.83
A999837,2024-01-25 05:34:36,2779.82
A247007,2024-01-04 05:10:08,4060.19
A250391,2024-01-15 22:57:06,2537.68
A921627,2024-03-18 15:04:59,4157.77
A125276,2024-01-06 13:04:22,1035.36
A515264,2024-01-07 23:43:19,1106.03
A238784,2024-02-07 03:14:57,1412.63
A156991,2024-02-01 15:59:58,2755.64
A556764,2024-03-03 19:02:32,1004.33
A888386,2024-01-11 06:39:34,1892.43
A319413,2024-02-11 11:11:00,58941.06
A681073,2024-02-10 20:59:20,3092.63
A775414,2024-03-07 01:06:12,2911.48
A658364,2024-01-26 08:58:19,4781.79
A813606,2024-03-22 05:04:11,963.75
A540793,2024-03-05 20:23:14,4519.19
A364590,2024-02-13 16:20:25,455.6
A854430,2024-03-19 14:24:22,4655.15
A448184,2024-03-19 09:38:46,4050.5
A852873,2024-02-14 06:52:12,4914.49
A109148,2024-02-08 19:17:59,4457.68
A447541,2024-02-15 22:29:18,2002.54
A541848,2024-01-05 07:01:06,1553.03
A343967,2024-01-25 01:16:49,2205.08
A440056,2024-02-03 18:23:12,165.23
A882284,2024-02-18 09:38:49,3992.51
A763773,2024-01-24 03:45:17,4055.58
A877665,2024-02-15 07:21:49,4433.09
A991501,2024-03-24 20:27:10,4041.17
A725010,2024-02-07 21:47:34,2695.7
A585669,2024-02-13 02:48:36,2112.19
A567200,2024-03-28 11:07:00,2395.9
A328702,2024-02-16 03:58:39,4744.05
A741309,2024-01-22 22:14:46,4217.34
A346123,2024-02-27 23:02:15,1703.15
A218566,2024-03-29 20:49:34,905.04
A414376,2024-01-14 02:52:59,865.97
A771688,2024-01-23 16:50:53,322.91
A533528,2024-03-12 12:47:36,4702.43
A924434,2024-02-15 22:02:13,799.58
A249614,2024-03-08 00:59:21,4055.37
A768018,2024-02-15 04:53:50,826.79
A164141,2024-02-14 18:36:24,1242.27
A698841,2024-01-25 22:05:16,1152.9
A133511,2024-02-03 07:04:13,4259.23
A645050,2024-03-19 04:33:01,3803.33
A942020,2024-01-17 20:53:39,2031.78
A325085,2024-02-15 04:28:16,3157.85
A948651,2024-02-12 23:31:26,2121.45
A454195,2024-01-18 07:02:30,1897.03
A813851,2024-01-19 06:02:39,1940.29
A682117,2024-02-16 00:40:16,2733.33
A785178,2024-01-09 16:33:34,1220.68
A328969,2024-01-03 22:44:59,1838.32
A934038,2024-03-16 00:43:06,2101.77
A375287,2024-01-12 09:27:39,339.18
A321123,2024-02-21 02:03:19,1820.38
A695587,2024-01-25 05:57:02,37559.53
A704942,2024-01-22 18:55:14,1871.78
A850434,2024-03-04 21:29:49,3743.28
A561371,2024-03-19 04:02:32,4258.82
A313894,2024-02-12 10:40:24,1591.94
A559524,2024-01-03 17:02:08,1696.17
A250731,2024-01-20 01:31:54,2673.17
A547818,2024-02-24 22:59:50,2207.0
A965734,2024-01-12 19:12:57,2949.2
A917117,2024-02-01 10:31:21,4835.96
A516735,2024-01-20 03:40:45,3883.27
A986491,2024-01-09 23:26:44,133.23
A459713,2024-01-08 00:52:56,150.51
A925208,2024-03-28 06:54:46,4922.15
A783960,2024-02-19 19:15:57,3602.72
A556223,2024-01-29 04:02:50,4639.32
A998025,2024-03-08 02:05:48,2033.64
A914128,2024-01-05 09:54:57,4952.08
A998478,2024-03-06 14:29:06,1876.86
A245172,2024-03-21 02:41:30,4321.06
A557849,2024-03-07 00:10:47,1178.81
A382287,2024-03-14 03:40:49,3346.54
A741309,2024-02-16 11:59:13,2620.85
A354312,2024-03-22 03:13:30,1420.74
A329853,2024-03-25 04:00:46,4556.73
A328678,2024-02-24 01:27:20,4659.25
A797833,2024-02-08 02:31:16,1660.14
A863162,2024-02-15 19:03:04,1537.85
A386463,2024-01-24 08:38:14,1794.75
A655289,2024-02-15 07:58:27,1883.61
A249518,2024-03-09 11:57:11,1560.74
A435410,2024-01-07 00:12:53,2816.52
A966883,2024-03-12 21:54:18,2258.38
A515264,2024-02-12 08:28:52,92630.1
A462275,2024-01-24 22:00:37,2718.16
A334157,2024-02-17 17:05:23,423.02
A749046,2024-01-19 22:32:44,4753.73
A469341,2024-01-02 20:35:19,404.24
A599324,2024-02-24 23:29:35,3537.5
A641203,2024-03-06 10:01:21,57200.87
A263245,2024-02-25 21:05:11,3775.61
A281944,2024-01-27 18:03:53,3173.36
A629837,2024-03-14 21:49:08,3463.13
A577872,2024-02-10 06:23:50,2543.78
A400174,2024-01-09 07:01:08,169.07
A526375,2024-01-31 19:08:33,4650.6
A649852,2024-02-27 01:00:12,3073.87
A152699,2024-02-10 11:28:23,2731.71
A755779,2024-01-17 22:02:51,2748.15
A238018,2024-02-12 05:03:42,4378.47
A258131,2024-03-14 22:45:36,380.43
A760627,2024-02-17 00:02:03,1382.2
A321564,2024-02-17 07:21:12,417.08
A715853,2024-03-03 20:26:48,3224.78
A251724,2024-03-24 06:20:10,4184.45
A570290,2024-01-27 14:48:15,466.2
A395982,2024-02-17 01:42:55,619.15
A431442,2024-02-07 04:10:25,3978.3
A593036,2024-01-28 04:04:55,686.57
A556723,2024-01-02 13:06:56,2315.82
A541848,2024-01-21 09:50:01,1037.78
A433631,2024-03-26 16:03:34,3444.11
A760508,2024-03-19 11:27:27,2272.52
A339429,2024-02-08 04:10:40,1708.13
A797485,2024-03-16 19:10:56,3819.25
A208862,2024-01-13 14:11:08,2937.16
A729538,2024-01-17 08:03:53,3390.42
A915122,2024-02-04 14:43:05,892.45
A566630,2024-02-28 19:52:08,4098.61
A164901,2024-02-04 20:23:42,3303.67
A805706,2024-03-17 09:05:15,4539.74
A193947,2024-01-04 11:34:36,1752.12
A456258,2024-02-17 09:26:10,4199.8
A814631,2024-01-01 03:16:42,129.58
A145923,2024-01-15 18:48:47,752.09
A362712,2024-03-06 09:34:41,4086.38
A560112,2024-01-20 22:37:36,123.82
A553118,2024-01-25 11:49:38,4911.51
A848115,2024-03-28 14:46:04,2836.43
A674075,2024-03-27 01:19:08,1277.35
A112227,2024-03-28 15:37:24,3339.53
A800756,2024-03-01 08:00:51,30140.71
A709683,2024-03-05 08:56:39,1295.63
A250731,2024-03-16 14:06:03,1645.51
A833843,2024-02-06 05:43:25,68460.26
A812248,2024-01-19 14:11:35,2904.88
A224445,2024-02-03 11:38:43,604.02
A465083,2024-03-26 17:15:59,434.0
A316921,2024-02-05 22:12:40,1977.78
A405288,2024-01-18 21:45:23,4388.92
A730214,2024-03-25 14:56:56,3450.23
A196757,2024-03-02 12:15:28,2242.32
A966747,2024-02-20 04:56:57,2901.87
A478157,2024-01-08 15:15:55,2986.89
A293776,2024-02-17 08:39:41,4989.3
A795705,2024-03-27 00:54:54,806.69
A490189,2024-02-08 07:43:59,1087.67
A105173,2024-01-25 11:43:43,2680.11
A607265,2024-03-09 22:32:32,1950.6
A373256,2024-01-26 16:59:19,3872.28
A907192,2024-01-30 21:19:09,4681.49
A405288,2024-02-21 19:38:12,2405.5
A134186,2024-02-13 14:49:06,2218.71
A738661,2024-02-15 21:31:03,613.96
A793122,2024-03-14 07:53:30,738.46
A166113,2024-02-11 18:16:07,3351.3
A406198,2024-01-28 09:20:09,3283.86
A461616,2024-02-22 00:07:25,4764.76
A940478,2024-01-09 19:40:36,4672.21
A931412,2024-01-30 12:27:06,4763.05
A455728,2024-01-28 01:10:37,4330.8
A159092,2024-01-01 20:50:11,2359.36
A767561,2024-01-14 03:16:31,4844.65
A997832,2024-01-24 20:06:08,189.3
A167838,2024-01-13 04:08:31,4938.44
A804673,2024-02-28 16:26:48,3944.64
A794161,2024-03-28 02:41:04,3829.88
A610290,2024-02-03 20:45:33,2806.33
A666677,2024-01-08 06:04:49,561.84
A871628,2024-01-10 16:46:12,2039.64
A759777,2024-01-27 22:46:32,1843.5
A594837,2024-02-03 11:28:02,1618.92
A607265,2024-01-16 21:16:38,2792.44
A931409,2024-02-04 08:17:35,2297.92
A166549,2024-01-24 11:44:23,994.35
A959070,2024-01-30 03:01:35,4472.8
A442375,2024-01-15 11:37:52,1597.84
A715326,2024-01-03 09:25:12,2392.86
A322079,2024-02-01 10:19:42,870.79
A450718,2024-01-03 17:33:42,4581.5
A614514,2024-01-09 19:15:53,3155.33
A781574,2024-01-24 11:33:27,3195.75
A890144,2024-02-26 06:23:49,870.99
A954019,2024-01-09 08:34:02,1678.38
A296551,2024-02-19 12:15:00,2854.5
A258131,2024-03-16 15:22:40,3504.03
A392614,2024-01-18 05:35:38,85175.07
A877003,2024-03-20 16:48:20,99440.43
A701549,2024-02-17 06:31:55,2747.38
A140080,2024-02-17 10:15:17,885.58
A716116,2024-01-20 02:12:17,2352.23
A599989,2024-01-28 18:57:24,2623.28
A321064,2024-01-11 10:45:46,1003.82
A457529,2024-02-19 04:37:18,1872.54
A320606,2024-02-02 10:58:27,4380.62
A491000,2024-02-20 12:49:13,3543.87
A640144,2024-03-05 13:04:52,84232.19
A353541,2024-01-07 06:54:55,2143.06
A863242,2024-02-17 11:11:57,3762.98
A999788,2024-01-11 22:02:19,881.4
A441241,2024-03-01 14:55:17,3307.94
A488011,2024-02-28 17:08:07,2605.28
A771688,2024-03-21 03:40:06,4453.64
A414376,2024-02-20 19:23:25,3012.75
A585909,2024-02-07 06:47:35,43477.76
A807554,2024-03-21 05:51:21,4806.71
A303722,2024-01-10 12:14:54,2487.84
A817666,2024-02-15 07:32:34,94119.22
A398191,2024-01-05 20:38:55,1119.82
A579743,2024-01-21 02:52:33,1635.64
A618133,2024-01-29 05:13:48,2463.52
A578780,2024-01-28 00:42:46,1260.21
A248313,2024-02-18 06:55:06,55797.99
A107166,2024-01-25 12:32:52,4423.36
A880509,2024-01-14 22:47:32,2238.39
A152699,2024-01-26 00:47:09,754.63
A151727,2024-03-14 23:00:44,23477.69
A665777,2024-01-07 18:04:55,1380.48
A352562,2024-03-30 14:22:19,3616.9
A328678,2024-03-07 23:14:58,368.59
A517022,2024-01-23 00:40:02,2074.74
A299976,2024-02-08 07:21:52,2311.79
A134792,2024-01-28 23:26:41,1399.88
A703592,2024-03-25 23:53:06,3147.07
A263984,2024-02-05 12:44:49,3225.95
A458024,2024-02-11 15:42:28,3379.31
A754385,2024-03-24 14:46:58,4667.96
A293776,2024-01-04 07:00:31,1762.94
A599385,2024-03-03 15:24:34,33604.44
A837676,2024-03-05 10:01:13,4570.36
A368526,2024-02-23 23:51:52,4098.15
A763702,2024-01-05 14:30:59,1623.43
A295861,2024-01-09 07:33:04,310.25
A411267,2024-02-26 01:59:22,3702.89
A733599,2024-03-20 06:53:17,4251.05
A656907,2024-02-16 18:38:22,2769.2
A578948,2024-03-02 22:50:32,574.55
A537150,2024-01-17 07:18:53,2594.94
A329782,2024-01-09 03:00:51,2846.78
A138012,2024-02-04 07:37:54,3698.26
A957159,2024-01-21 10:29:34,2981.45
A273011,2024-02-06 12:37:16,1122.74
A326963,2024-03-07 21:44:50,1830.52
A534219,2024-01-29 10:31:16,3964.52
A570066,2024-02-13 10:54:09,2841.85
A231983,2024-03-02 10:11:11,289.77
A544606,2024-03-09 15:43:34,4299.48
A330500,2024-03-30 00:43:18,652.41
A869845,2024-02-23 11:57:30,54318.47
A934848,2024-03-02 22:03:56,1780.21
A171842,2024-03-20 08:39:24,1834.37
A122182,2024-02-29 17:16:57,2329.0
A329782,2024-01-08 14:05:20,422.98
A542624,2024-03-16 08:34:00,427.76
A658691,2024-02-13 18:54:17,956.46
A892465,2024-02-29 03:13:30,1780.86
A649852,2024-01-04 12:52:57,4157.33
A105435,2024-02-16 15:28:14,3075.53
A912661,2024-03-23 00:22:29,94583.28
A153374,2024-02-21 00:40:25,1018.04
A358469,2024-01-10 15:57:22,1352.81
A484743,2024-02-13 12:42:09,1953.12
A772405,2024-03-28 12:36:06,3107.78
A483899,2024-03-06 17:33:48,4698.21
A877849,2024-01-10 05:40:15,2576.73
A272475,2024-02-07 00:34:39,882.41
A833289,2024-01-22 04:10:08,3829.59
A975352,2024-02-21 12:21:54,1883.61
A196757,2024-01-14 09:32:58,535.36
A407770,2024-03-21 20:55:15,2403.69
A931774,2024-01-13 01:32:09,3314.52
A239609,2024-01-10 11:42:24,711.1
A967514,2024-02-04 21:49:41,4762.61
A271515,2024-01-15 22:57:02,2262.6
A326398,2024-01-18 23:58:08,584.52
A775414,2024-01-13 17:24:28,4500.83
A558061,2024-03-16 19:46:24,2243.34
A620652,2024-01-30 08:18:01,2177.74
A101765,2024-01-10 01:19:47,71216.49
A292037,2024-01-04 19:00:58,4927.36
A375990,2024-02-02 00:48:34,29842.61
A727347,2024-01-17 09:35:28,3522.55
A104421,2024-01-27 14:06:20,3007.94
A957063,2024-03-17 16:45:38,2982.3
A747689,2024-03-20 06:00:29,1292.02
A498839,2024-01-31 01:26:35,3589.08
A859854,2024-02-02 01:41:50,2555.78
A644912,2024-03-21 15:20:35,1804.46
A865235,2024-03-27 23:55:30,624.01
A435410,2024-03-01 09:45:21,312.09
A637062,2024-02-15 14:01:01,4821.69
A616476,2024-02-11 14:56:24,4705.46
A796784,2024-03-08 04:06:47,27762.24
A518212,2024-01-12 17:25:46,2453.6
A985705,2024-01-29 09:21:07,2504.97
A450008,2024-01-20 06:52:55,215.78
A155291,2024-03-05 22:29:38,1606.78
A432175,2024-01-17 11:02:32,393.1
A738413,2024-01-18 16:31:25,3881.71
A772405,2024-01-10 16:31:28,3600.66
A917117,2024-02-22 21:09:29,1487.62
A225075,2024-03-07 05:01:52,2092.2
A136784,2024-02-17 08:01:28,2858.62
A853410,2024-02-23 21:23:42,173.53
A813851,2024-01-15 07:01:28,1311.29
A215470,2024-01-04 03:24:10,1630.14
A260145,2024-01-08 18:10:47,1414.69
A830842,2024-02-27 17:02:18,4535.78
A383883,2024-03-02 18:20:11,2260.5
A698841,2024-03-03 20:12:44,4128.09
A641746,2024-03-17 16:04:28,2075.26
A375287,2024-02-08 23:07:15,2645.55
A548492,2024-02-23 21:02:57,1958.81
A942020,2024-02-26 11:48:56,1922.1
A159728,2024-03-20 23:19:38,2992.03
A326839,2024-03-24 08:46:55,3865.8
A494762,2024-03-26 17:48:06,3622.33
A665638,2024-02-03 11:37:57,1904.88
A810832,2024-02-18 15:52:42,2412.29
A630819,2024-01-07 10:54:17,2704.16
A815817,2024-02-08 14:04:36,3654.9
A705665,2024-01-14 17:35:01,73652.73
A413739,2024-03-03 16:12:16,2333.81
A511554,2024-01-16 04:05:58,356.01
A522610,2024-01-15 22:19:14,1199.13
A556223,2024-02-15 12:35:26,329.84
A740028,2024-02-07 02:03:16,1401.84
A201552,2024-01-20 22:34:39,2408.22
A324871,2024-01-12 18:31:17,1145.24
A471082,2024-03-17 10:02:08,40950.9
A908260,2024-03-28 13:43:32,1984.3
A360272,2024-03-05 14:36:57,4850.37
A238366,2024-03-19 15:37:52,1542.46
A326398,2024-02-15 18:05:21,444.69
A544606,2024-02-10 20:59:26,568.93
A540793,2024-01-23 19:08:58,1771.41
A253876,2024-03-17 14:13:39,781.97
A986115,2024-01-02 14:06:02,4975.88
A714022,2024-03-28 03:04:11,3176.51
A999837,2024-01-28 02:51:14,791.45
A265268,2024-02-04 02:31:06,3749.02
A656907,2024-01-09 02:43:54,1526.39
A980413,2024-01-26 18:22:42,2503.25
A290361,2024-01-19 06:31:10,2787.66
A669859,2024-01-18 16:10:22,4055.86
A415990,2024-02-21 21:31:37,4903.29
A856366,2024-02-07 01:52:48,3156.56
A595344,2024-01-28 17:41:06,4602.19
A991328,2024-01-15 04:20:59,3541.38
A883404,2024-02-12 07:55:12,2691.84
A595196,2024-03-17 21:57:12,3834.43
A279175,2024-03-26 14:06:31,896.78
A415990,2024-02-14 23:55:54,375.41
A758185,2024-01-03 08:12:02,49184.6
A848326,2024-03-04 20:52:23,3862.22
A808114,2024-01-14 10:06:15,3507.71
A948651,2024-03-16 15:02:59,2926.48
A157860,2024-02-07 10:22:59,3848.32
A323247,2024-02-03 16:33:00,3309.62
A110542,2024-02-05 01:46:29,3706.0
A148334,2024-01-12 17:09:35,669.64
A341772,2024-01-24 09:32:41,915.7
A373691,2024-01-29 17:38:38,4572.04
A767842,2024-01-30 15:29:33,4421.51
