account_id,amount,is_fraud
B409224,45794.11,0
B300070,2151.29,0
B428032,36462.51,1
B939900,13151.51,0
B406778,3112.77,0
B847562,38344.41,1
B724205,37494.07,1
B774259,43211.13,0
B121067,40779.61,0
B564677,2802.26,0
B908667,31755.5,0
B378368,28835.45,1
B426792,26041.16,0
B389952,8112.44,0
B473395,5668.79,0
B666910,18108.52,0
B762841,28407.54,0
B886934,33677.41,0
B879508,17223.15,0
B274216,19240.64,0
B246323,3482.16,0
B453956,13221.52,0
B171700,1211.1,0
B283552,27955.18,0
B766978,35665.83,0
B693359,7535.03,0
B582355,28158.54,0
B284726,45550.37,0
B459222,24681.62,0
B402738,47315.18,0
B196672,43351.59,0
B722655,3911.36,1
B411537,39736.72,0
B519557,31932.79,0
B635833,3402.0,0
B661641,41633.11,0
B515092,10968.37,0
B543555,9191.62,0
B333314,38485.52,0
B797817,8817.4,0
B583491,7320.15,0
B264499,35971.62,0
B518329,23800.21,0
B560187,47841.85,0
B452244,40826.83,0
B386428,4353.15,0
B744109,3152.31,0
B520678,25561.94,0
B267167,28528.82,1
B393555,632.96,0
B710389,32616.54,0
B575390,21181.01,0
B976784,39258.12,0
B980142,2955.07,0
B690409,33099.12,0
B920156,8090.74,0
B244581,36758.84,0
B547861,27712.66,0
B371683,40481.79,0
B494198,6626.65,0
B227456,8865.67,0
B863884,8901.84,1
B562837,15383.69,0
B756091,41003.31,0
B822153,15826.78,0
B166831,9091.8,0
B181843,25567.8,0
B396726,43837.67,0
B265937,43462.08,0
B388041,25619.59,1
B595302,45363.42,0
B166335,41895.28,0
B707930,42036.46,1
B911150,18863.6,0
B175465,20296.91,0
B357077,21190.53,0
B341769,39098.73,0
B460166,24719.67,0
B424316,45931.42,0
B485213,3359.94,0
B817934,23801.35,0
B472447,46693.03,0
B455397,11258.65,0
B127869,47977.84,0
B926736,43977.65,1
B798506,30577.4,0
B231366,20607.45,0
B783984,4088.41,0
B598771,20006.38,0
B167603,46137.11,1
B915623,19421.18,0
B704687,2500.91,0
B169042,12688.69,0
B862006,39317.87,0
B190227,23920.9,0
B820666,15706.48,0
B390182,8883.12,0
B481075,40581.09,0
B621850,38176.18,0
B175352,19051.6,1
B275424,11008.23,0
B774892,14428.47,0
B266754,8808.34,0
B456385,32255.04,0
B420695,24971.37,0
B552571,47915.03,0
B142556,13830.26,0
B712652,18605.75,0
B123558,12195.47,0
B358280,49510.79,1
B834698,3792.23,0
B736851,5217.0,0
B771049,29662.33,0
B298226,42105.24,0
B393840,36722.61,0
B807664,22691.97,0
B275473,29876.78,0
B264436,11950.07,0
B952769,48499.82,0
B387123,31468.56,0
B740019,5605.42,0
B939276,27826.54,0
B696711,16576.97,0
B827503,4088.49,1
B916974,32946.12,0
B269451,15351.37,0
B455165,47776.48,0
B411906,43025.14,0
B427441,5285.6,0
B414087,10980.95,0
B274901,6347.77,0
B926192,31395.98,0
B115701,21421.8,0
B111303,36713.04,0
B695371,49528.62,0
B166942,19767.91,0
B960272,20713.9,0
B957087,35318.88,0
B177529,43793.79,0
B182698,6964.83,0
B642553,16453.76,0
B225678,38060.33,0
B502339,26195.86,0
B966920,46222.39,0
B211338,40910.21,0
B859055,1822.75,0
B398924,24430.93,0
B295814,24405.13,0
B370364,15249.22,0
B214996,23469.83,0
B487219,6000.16,0
B415522,14742.37,0
B817568,30271.93,0
B890773,1405.87,0
B157608,29981.0,0
B863808,35810.13,0
B795269,24896.53,0
B383216,9979.73,0
B652948,13013.96,0
B651301,23615.25,1
B668351,37374.06,0
B650378,35291.63,0
B365504,4870.41,0
B496694,19847.82,0
B403437,16927.28,0
B558502,19901.08,1
B970379,36087.6,0
B256366,2885.96,1
B149204,11819.87,0
B759542,27319.16,0
B503321,26407.37,0
B316281,4542.59,0
B634206,21664.99,0
B617094,42645.45,0
B436914,38229.55,0
B124319,6124.95,0
B464751,43257.52,0
B533690,28294.47,1
B576290,36311.03,0
B317390,42712.88,0
B162224,49062.77,1
B285956,5698.9,0
B173568,30991.93,0
B170306,15937.6,0
B996933,40723.5,1
B465747,2031.94,0
B109382,24749.89,0
B368527,17645.9,0
B782165,22254.36,0
B878641,414.85,1
B348871,15222.31,0
B289567,16347.82,0
B860849,35231.66,0
B319569,46567.91,0
B703901,7855.86,0
B320790,39788.26,0
B494844,46570.5,1
B325927,6715.79,0
B422384,6009.3,0
B284402,8284.73,0
B592028,27772.47,0
B299914,14510.9,0
B966682,47576.19,0
B102079,16175.1,0
B138698,29087.97,0
B484372,32554.46,0
B121034,26307.59,0
B847216,33428.9,0
B723844,37637.02,1
B440952,22942.46,0
B738956,40331.82,0
B763559,24239.69,0
B666580,16972.27,0
B770894,44886.87,0
B118067,8315.52,0
B598547,34853.55,0
B867555,30308.95,0
B565460,47699.62,0
B995899,11797.61,0
B107618,13877.74,1
B832491,31034.21,0
B563168,44399.96,0
B494866,26669.65,0
B357162,35108.46,0
B550395,5528.63,0
B882467,22472.45,0
B333739,36937.81,0
B613227,32798.47,0
B358705,34996.95,0
B439031,36847.31,0
B874185,30106.21,1
B766130,16523.59,0
B252676,15342.2,0
B218801,28728.59,0
B706639,26732.14,0
B774757,17244.41,0
B834271,35889.52,0
B145628,46573.48,0
B313080,3331.08,0
B497272,3925.19,0
B505449,13872.25,0
B566729,27129.77,0
B633563,47649.87,1
B499020,16520.55,0
B831692,2172.76,0
B940337,13903.94,0
B449293,44770.0,0
B718291,41442.55,0
B704956,28221.52,0
B857089,42970.01,0
B365843,18886.49,0
B919082,40831.19,0
B878802,27239.45,0
B403772,45344.88,1
B519408,31998.2,0
B336485,17699.95,1
B124492,10486.26,0
B295156,30422.32,0
B124818,31893.05,0
B434400,2608.68,0
B889274,46249.83,0
B494109,22640.06,1
B653576,22484.76,0
B480150,8353.1,0
B388666,45592.02,0
B288746,9200.94,0
B830860,47016.57,0
B287287,7999.21,0
B781539,48975.56,0
B988146,46371.17,0
B766566,30215.52,0
B880359,24927.32,0
B343622,5774.56,0
B359422,19832.57,0
B498568,21580.44,0
B910115,14440.35,0
B502357,10650.18,0
B844766,30386.66,0
B335904,12169.14,0
B950896,11030.69,0
B659855,39602.82,1
B454558,11857.58,0
B595236,10917.08,0
B450778,27364.28,0
B566967,43815.76,0
B564545,44523.87,0
B939977,33671.01,0
B773954,27494.75,0
B298824,26160.75,1
B740441,30308.77,0
B595020,48197.85,0
B168821,45952.04,0
B176024,48250.93,0
B166845,35591.3,0
B398023,47983.89,1
B976595,36826.37,0
B781064,10391.61,0
B248282,1600.16,0
B145419,17335.78,1
B846841,39873.92,0
B447819,13556.73,1
B401538,14702.45,0
B875278,27046.04,0
B905273,13985.51,0
B578898,37553.58,0
B768394,8344.26,0
B870708,20023.6,0
B771436,10755.11,1
B339223,12970.15,0
B596008,10839.41,0
B815622,16557.53,0
B544641,3834.6,0
B243432,5983.39,1
B176102,7359.92,0
B795990,15275.15,0
B642675,31776.43,0
B564327,20685.44,0
B309501,44619.1,0
B245352,33288.99,0
B620924,38132.18,0
B778245,48436.08,0
B686519,49771.02,0
B319783,15651.63,0
B770740,1502.55,0
B621854,42268.55,0
B171992,43979.93,0
B442555,22733.02,0
B210938,35634.07,0
B628906,32535.12,1
B405680,3839.36,1
B362580,19183.0,0
B734757,14856.39,0
B928375,28813.48,0
B290924,36048.89,0
B871307,8012.22,0
B718487,37531.93,0
B485026,10547.92,0
B896844,23411.51,0
B272476,19995.94,0
B842678,21786.64,0
B811297,27200.6,0
B694868,20201.51,0
B657569,43797.07,0
B677643,33102.91,0
B283510,30970.05,0
B359614,27514.38,0
B859855,2361.88,1
B937942,17754.83,0
B525145,34566.3,0
B471841,34114.45,0
B471143,24028.06,0
B478790,34296.76,0
B113193,34554.98,0
B941862,34329.37,0
B746438,6005.06,0
B941841,9566.46,0
B799969,4221.42,0
B191239,46480.42,0
B818042,43119.85,0
B650870,10992.68,0
B924095,14818.94,0
B239652,24341.29,0
B956656,14986.21,0
B141727,2450.56,0
B686958,15988.71,0
B113234,4152.87,0
B689762,47286.6,0
B107869,30646.28,0
B342989,17954.72,0
B687809,1618.43,0
B625875,7388.16,0
B513051,45654.51,0
B281469,13814.24,0
B204177,28704.88,0
B413894,4583.79,0
B735937,42170.12,0
B955548,49241.48,0
B812217,38466.47,0
B877367,36438.11,0
B744803,46218.39,0
B582835,30547.89,0
B417664,14134.06,0
B938822,26778.86,0
B634647,37163.72,0
B467573,19726.38,0
B669718,49535.5,0
B681111,14673.24,0
B707462,48089.01,0
B668284,9753.55,0
B819655,37096.01,0
B362876,26572.27,0
B396172,47436.45,0
B991564,40109.12,0
B237431,32702.11,0
B636378,19449.1,0
B725217,44781.08,0
B754776,32877.76,0
B850121,30331.7,0
B211349,48180.14,0
B301081,14088.91,0
B474577,28736.67,1
B170700,20082.53,0
B286607,29705.73,0
B549068,22827.18,0
B116621,20445.68,0
B964353,19744.0,0
B468508,36429.39,0
B768084,9635.07,0
B386351,47128.8,0
B779586,42347.39,0
B501819,37373.42,0
B717061,9216.36,0
B251275,16537.24,0
B841258,49616.15,0
B211195,21586.14,0
B287360,42989.48,0
B156342,11315.06,0
B699635,48045.42,0
B624664,47381.59,0
B630579,41589.19,0
B587301,19435.72,0
B310069,30306.94,0
B973803,36227.43,0
B586333,20465.89,0
B905041,22489.98,0
B667348,2959.88,1
B534285,39141.52,0
B777099,13885.03,0
B273437,25727.19,0
B230928,39218.54,0
B749933,23455.52,0
B387731,18548.39,0
B699793,24821.76,0
B396860,6817.98,0
B880628,20554.97,0
B547603,3537.63,0
B750479,5028.21,0
B521900,15998.21,0
B214175,30302.61,0
B849825,12635.91,0
B827252,21209.99,0
B486479,23612.8,0
B406066,41852.71,0
B819862,44157.57,0
B124770,7509.82,0
B858354,20118.35,1
B288918,36514.27,0
B855362,10946.32,0
B833056,49747.34,1
B713760,8183.43,0
B549204,49025.27,0
B876735,24085.98,0
B418548,10811.27,0
B493624,8259.89,0
B642421,20505.26,0
B129652,31591.95,0
B899685,17910.24,0
B882163,44775.67,0
B456867,26043.06,0
B917160,41000.62,0
B160699,46375.21,0
B601962,36863.01,0
B346898,43423.56,0
B870735,33875.94,0
B937968,34973.98,1
B175534,31965.62,0
B543858,14327.39,0
B974369,16245.94,0
B977726,45200.59,0
B106241,17740.79,0
B157005,104.69,0
B491129,11390.7,0
B444949,34026.67,0
B456794,38246.59,0
B907826,8513.82,0
B181373,46849.46,0
B441140,29619.47,0
B929762,19943.46,0
B715804,9406.75,0
B758567,23689.2,0
B717778,24651.04,0
B948408,17592.94,0
B180338,38939.41,0
B891142,46781.63,0
B998080,44949.86,0
B153823,47720.03,0
B923940,7067.94,0
B419477,4944.63,1
B953549,32798.95,0
B710969,13946.64,1
B719442,13991.04,0
B285811,13612.18,0
B288120,26116.43,0
B790671,47820.41,0
B664475,6426.22,0
B220515,16175.89,0
B939009,12200.71,0
B971596,4535.58,0
B887143,7782.66,0
B152164,23109.1,0
B600437,28572.45,0
B897182,6873.04,0
B782240,16138.71,0
B873857,44567.12,0
B790616,29166.81,0
B888983,1115.74,0
B186449,31628.28,0
B639655,35158.33,0
B385671,32341.5,1
B819323,2516.88,0
B470645,20148.3,0
B182256,10728.52,0
B552019,4987.11,0
B595397,38836.04,0
B610162,36948.7,0
B504853,22896.82,0
B300066,20115.5,0
B556630,33611.3,0
B459279,16287.6,0
B368850,33459.15,0
B496118,30278.51,0
B450693,35906.44,0
B154737,1747.96,0
B117923,11845.91,0
B382817,46330.62,0
B291216,32282.64,0
B514829,24167.1,0
B807447,6754.45,0
B603799,19038.08,0
B680156,17808.79,0
B459638,29470.26,0
B481651,44667.22,0
B638219,33104.59,0
B928525,13615.57,0
B515573,47163.16,0
B929743,14230.95,0
B252655,3042.55,0
B471838,22382.77,0
B610039,3588.75,0
B712983,31871.91,0
B130911,12188.67,0
B939629,1789.36,0
B347728,42392.1,0
B700784,30597.05,0
B261327,18258.16,0
B653472,10885.26,0
B716056,39274.86,0
B417760,26616.43,0
B267191,8788.61,0
B819192,26839.67,0
B665661,41208.39,0
B305392,46076.36,0
B284935,44445.05,0
B188174,12880.99,0
B185706,28706.78,0
B820820,25472.2,0
B331671,3537.04,0
B241236,10684.31,0
B353202,27400.0,0
B887991,43500.2,0
B375001,32649.1,0
B483239,48482.05,0
B631301,35160.54,1
B521013,24244.01,1
B962729,37668.76,0
B815567,13398.48,0
B121980,3552.16,0
B596404,22756.23,1
B777521,15686.5,1
B427942,3720.29,0
B456574,2827.23,0
B551563,18060.56,0
B933965,20737.98,0
B596366,30352.03,0
B259945,24136.18,0
B977540,20088.33,0
B931628,31201.51,0
B347730,805.74,1
B222966,25065.52,0
B858011,23736.04,1
B710470,13825.32,0
B759712,7379.68,0
B951711,26550.63,0
B100300,19423.11,0
B541190,46327.82,0
B953426,1184.98,0
B295733,19993.79,0
B467878,24467.71,1
B544773,33879.25,0
B971635,2383.63,0
B407383,25307.47,0
B804755,23161.08,0
B581094,10492.87,0
B795794,11977.09,1
B225418,49976.37,0
B462873,15190.59,0
B255397,27199.99,0
B957409,25669.37,0
B419135,31308.93,0
B921477,18365.07,0
B530575,19581.02,0
B788379,8098.09,0
B626898,39809.52,0
B729687,11443.58,0
B518554,45692.03,0
B491026,3325.39,0
B593614,43850.17,0
B957627,44868.59,0
B834655,18867.1,1
B652184,28003.26,0
B237177,12837.35,0
B523833,32871.09,0
B177179,4709.57,1
B552922,29508.6,0
B321542,6849.03,0
B695745,6551.05,0
B545952,45839.67,1
B688255,39922.17,0
B609271,43842.6,0
B991927,43140.12,0
B762081,17711.01,0
B657441,10121.53,0
B286222,34596.0,1
B351678,36211.21,1
B832691,1892.55,0
B207565,47443.54,0
B127567,46423.54,1
B149433,47254.3,0
B149600,34946.99,0
B201510,49767.41,0
B863153,20968.19,0
B171578,17771.2,0
B210042,19918.36,0
B847810,39164.01,0
B640016,26418.76,0
B245209,12035.77,0
B792962,25959.1,0
B770629,40578.14,0
B188535,15961.69,0
B758409,13834.49,0
B379217,13375.47,0
B963677,37957.99,0
B100739,45242.16,0
B628671,2735.2,0
B246144,46012.14,0
B858929,48459.14,0
B784480,46039.06,0
B415212,29746.36,0
B141001,37659.51,0
B970300,46076.25,0
B430186,779.35,0
B519352,29525.22,1
B994209,29740.97,1
B256331,31492.94,0
B407262,6630.81,0
B630798,14798.09,0
B223407,31938.47,0
B560027,37361.09,0
B768857,7624.58,0
B384202,2700.66,0
B921171,28893.78,0
B484462,38379.03,0
B331549,2336.87,0
B460379,14549.23,0
B757143,28257.82,0
B653545,2187.45,0
B447942,1545.54,0
B310376,25266.06,0
B670397,11524.14,0
B486691,36015.16,0
B171802,36254.37,0
B987961,27610.43,0
B558895,5589.71,0
B191448,18547.24,0
B373567,4289.42,0
B262193,26910.26,0
B531916,38074.49,1
B928323,15356.89,0
B207423,8698.22,0
B440375,48599.94,0
B626251,11289.72,0
B338052,33394.61,0
B394237,41285.59,0
B587498,8695.61,0
B612401,47274.26,0
B194376,22140.61,0
B661881,42768.69,0
B429813,44966.69,0
B792308,24168.24,0
B576327,45253.88,0
B494600,34057.2,0
B459031,29833.57,0
B809045,29770.1,0
B384039,28352.64,0
B225521,46044.07,1
B227726,47819.53,0
B955344,3242.72,0
B848210,3165.04,0
B674132,25624.47,0
B850909,4524.14,0
B508704,47205.36,0
B286339,27548.64,0
B618505,37757.87,0
B138294,24611.64,1
B891364,39980.93,0
B746760,42241.58,0
B188278,21008.86,0
B205238,15891.12,0
B997404,2730.03,0
B527752,49487.37,0
B613917,18519.32,0
B179649,29969.74,0
B942705,4532.93,0
B910323,30148.72,0
B141149,1406.44,0
B131273,11647.49,0
B727428,32892.33,1
B959059,29028.1,0
B533803,45095.13,0
B774606,12096.2,0
B866249,27845.72,0
B970240,18071.26,0
B677759,16851.56,0
B119198,10885.39,0
B434789,3164.66,0
B917522,6518.26,0
B291749,38903.28,0
B556664,38602.72,0
B799911,8535.06,0
B591388,6739.29,0
B994365,44644.86,0
B478119,43073.84,1
B126350,37620.67,0
B642631,24273.47,0
B864225,35743.99,0
B402788,13676.13,1
B988084,38862.64,0
B898259,31635.15,0
B544606,32344.33,0
B189354,39745.1,1
B115208,45164.87,0
B807331,44403.7,0
B519316,30071.65,0
B861839,19830.34,0
B592131,45179.34,0
B231777,33833.08,0
B479006,18043.17,0
B253924,37379.88,0
B476952,26267.87,0
B778560,19909.46,0
B518486,24158.02,0
B662092,6946.02,0
B985845,35118.54,0
B841809,13315.65,0
B541927,13731.47,0
B924357,31850.21,0
B805636,37121.89,0
B880350,24795.42,0
B475930,1228.42,0
B896616,9908.01,0
B275553,5451.39,0
B839482,39421.05,1
B443760,34189.31,0
B908200,173.86,0
B375879,14150.12,0
B605553,36066.53,1
B746468,6133.26,0
B920428,29671.95,0
B182958,13241.26,0
B109943,31032.52,0
B567190,46941.6,0
B361344,13037.38,1
B261012,28419.0,0
B413318,2693.12,0
B164360,9601.41,0
B215465,5640.55,0
B881646,33647.72,0
B603294,11269.68,1
B754884,17733.92,0
B676618,16737.82,0
B357268,27548.79,0
B139639,26475.71,0
B288987,4947.17,0
B510729,15973.6,0
B219311,26702.52,0
B228191,17682.13,0
B723390,33309.94,0
B633242,37387.28,1
B551737,15192.98,0
B487671,43622.41,0
B413511,25587.84,0
B779552,11947.72,0
B965258,13442.28,0
B538813,8879.36,0
B148130,30610.72,0
B769191,23782.29,0
B245871,18005.37,0
B596332,44648.6,0
B774064,3183.4,1
B796049,34085.41,1
B918501,3332.67,0
B714892,47631.77,0
B226521,3700.73,0
B989614,42089.69,0
B876471,48901.31,0
B200717,2980.22,0
B532365,5911.16,0
B255635,6259.35,0
B872406,9693.31,0
B236291,42223.96,1
B342522,33096.78,0
B673363,14560.68,0
B920003,29483.7,0
B456494,41974.57,0
B477753,43810.44,0
B684885,3962.68,0
B605207,19182.55,0
B168019,48078.73,0
B896243,32595.24,0
B462154,10322.07,0
B772553,23124.83,0
B412396,21155.16,0
B526706,28622.26,0
B833573,11421.13,1
B892451,27732.91,0
B679797,6106.36,0
B766860,45949.86,0
B407894,25645.5,0
B211272,22172.91,0
B587664,26709.3,0
B966675,27380.86,0
B114500,25228.18,0
B426140,3120.44,0
B439607,32841.98,0
B400954,27346.47,0
B952334,34875.46,1
B828595,49146.92,1
B843440,7716.53,0
B742710,49680.08,0
B887690,42159.48,0
B427183,2857.61,0
B562874,8923.88,0
B393490,22119.05,0
B944066,22896.65,0
B600979,39728.3,0
B775854,31978.23,0
B796507,14836.43,0
B164454,35102.61,0
B346572,42345.83,0
B666670,8254.82,0
B523522,40876.66,0
B868244,4213.04,0
B603206,13893.34,0
B849777,9831.43,0
B104077,38438.59,0
B853838,8154.7,0
B512691,40991.07,0
B961390,13324.84,0
B311562,5299.67,0
B895900,6999.63,1
B835958,23769.88,1
B987635,45803.2,0
B840671,23846.4,0
B141722,26655.58,0
B807306,36083.46,0
B670471,25085.29,0
B465450,32206.53,0
B150769,9128.37,0
B414652,3303.34,0
B623736,12090.55,0
B731810,17913.29,0
B915551,7547.01,0
B637816,18262.54,0
B696260,36135.45,0
B361789,45356.32,0
B700602,13355.97,1
B710610,20603.55,0
B948390,19347.96,0
B250619,24550.39,0
B397482,32579.93,0
B633672,29011.47,0
B761792,11917.91,0
B509913,47796.53,1
B254837,43938.86,0
B542438,16755.68,0
B546197,45153.26,0
B512779,19529.05,0
B623231,43189.87,0
B403384,39595.29,0
B194838,16938.63,0
B610310,11412.66,0
B815016,8119.11,0
B765464,25539.79,0
B195071,3426.4,0
B119993,49231.93,0
B530234,22873.2,0
B484554,39950.18,0
B955305,3832.34,0
B756592,45416.86,0
B628424,28658.84,0
B606967,12308.03,0
B111056,47404.25,0
B448934,26281.26,0
B907302,42948.4,0
B983268,32823.97,0
B648057,8093.01,0
B851802,38617.14,0
B213229,37006.01,0
B927352,32354.05,0
B180160,8638.38,0
B944430,7689.81,0
B462242,21637.43,0
B854407,4573.63,1
B924596,8250.81,0
B463704,39912.5,0
B448844,25224.43,0
B870125,19467.86,0
B658477,15956.51,0
B374447,28196.8,0
B937310,3789.63,0
B626555,39782.35,0
B654653,2197.25,0
B191581,21475.52,0
B293996,2022.26,0
B434209,17444.97,0
B467033,42613.55,0
B721181,1276.0,1
B888689,27570.58,0
B430549,46433.13,0
B108325,47181.32,0
B782082,46365.9,0
B924027,23783.91,0
B245929,14896.06,0
B790288,17619.91,0
B423377,4497.7,1
B826108,15918.18,0
B680632,45432.76,1
B739435,48885.77,0
B806769,41413.64,0
B568738,231.67,0
B393796,13327.05,0
B544995,36602.76,0
B730077,23368.49,0
B578148,40869.62,0
B591718,11150.82,0
B991450,25950.42,0
B251073,8046.28,0
B955183,42660.07,0
B248979,32274.72,0
B981421,32620.56,0
B723097,11544.99,0
B620411,5357.0,0
B221477,21682.67,0
B943790,26031.93,0
B115572,20149.23,0
B137899,44225.36,0
B654627,35307.61,0
B229377,49882.5,0
B751627,23748.74,0
B407094,25798.99,0
B838909,30207.89,0
B424258,25570.85,1
B285000,13346.72,1
B480832,25714.87,0
B841259,26635.72,1
B809306,12432.12,0
B872710,29868.55,1
B296465,7686.76,0
B200978,42343.02,0
B322839,13373.75,0
B937330,39503.03,0
B325056,8540.78,0
B860691,24508.74,0
B804379,9159.18,0
B377770,18448.1,0
B728664,16593.94,0
B214993,22401.32,1
B155808,10903.43,1
B313553,46519.37,0
B512031,29480.26,0
B316545,47435.06,0
B162753,25256.0,0
B128394,8987.41,0
B693561,16971.8,0
B392099,22714.34,0
B343922,16634.11,0
B439796,24383.29,1
B224775,31787.69,0
B378531,8647.59,0
B951474,9900.03,0
B927961,43988.72,0
B113768,17862.95,0
B830307,44145.26,0
B122495,22707.37,0
B529632,49573.38,0
B662077,39014.79,0
B951499,13180.32,0
B875478,7714.08,0
B316315,11030.34,0
B343787,2940.94,1
B639235,20000.91,0
B229027,12644.0,0
B415548,10109.26,1
B385955,35177.9,1
B865795,46497.0,1
B777947,7199.75,0
B752467,49083.33,0
B523830,3249.07,0
B890413,40439.15,0
B912630,10911.78,0
B898090,34157.68,0
B224335,33980.74,0
B171936,34744.02,0
B302032,32682.38,0
B183401,45429.13,0
B126214,7037.7,0
B792193,42543.34,0
B279912,45178.22,1
B958533,6899.54,0
B906128,15325.75,0
B869572,40425.25,0
B534747,19162.35,0
B111169,43630.31,0
B488714,27369.88,0
B727931,10700.8,0
B520086,9121.86,0
B453085,40169.31,1
B207145,2665.17,0
B563983,13181.24,0
B840625,30855.28,0
B583410,43226.79,0
B154072,22652.72,0
B935274,9598.18,0
B340704,5214.24,0
B732215,455.42,0
B174547,11605.93,0
B303142,27655.49,0
B267361,46813.07,0
B902651,32775.9,0
B133675,24501.12,0
B854807,6493.41,1
B214906,12569.1,1
B280613,20763.04,0
B535431,4694.95,0
B183773,24094.65,0
B553705,17781.65,0
B470079,30214.23,0
B632993,47635.35,0
B368991,46384.65,0
B847922,29012.55,0
B645294,30841.43,1
B111775,14899.7,0
B284920,32468.47,1
B328762,45928.1,1
B260961,26871.05,0
B112718,15253.7,0
B525516,17938.7,1
B747896,38761.39,0
B697225,41330.55,0
B437625,3019.42,0
B279170,29141.16,0
B694634,1875.99,0
B434381,4029.17,0
B635452,43572.2,0
B452407,22074.7,0
B989535,28322.55,0
B920681,12518.87,0
B467225,1790.0,0
B636145,6466.34,0
B562768,25957.87,0
B733060,2234.69,0
B323269,27504.51,0
B683659,14791.12,0
B831993,32946.13,0
B731000,17980.53,0
B144496,12993.77,0
B912946,28050.56,0
B650918,6659.43,0
B753449,34299.23,0
B949795,24055.18,0
B601290,18773.72,0
B338607,35326.27,0
B344726,18867.86,0
B970889,28102.0,1
B918845,8743.0,0
B405382,20639.05,0
B737988,43918.72,0
B281027,35684.05,0
B139384,29290.94,0
B484942,9549.71,0
B275878,20198.7,0
B421753,28651.41,0
B421427,509.72,0
B271419,49687.28,0
B358888,45468.73,0
