account_id,amount,is_fraud
A407816,26336.8,0
A486374,46553.67,0
A673387,9454.92,0
A176551,33922.54,0
A405545,13948.18,0
A930443,6508.84,1
A723004,33869.72,0
A645369,15404.01,0
A769734,20656.97,0
A480588,30489.75,0
A968262,39881.59,0
A957406,25500.48,0
A120843,23563.7,0
A157530,11658.06,0
A808323,9890.08,0
A817542,45437.98,0
A260958,10203.03,0
A592500,35804.4,0
A704068,22458.66,0
A954667,23078.97,0
A847297,47995.05,1
A355487,43426.43,0
A180622,33412.32,0
A471972,30794.58,1
A611831,41201.25,1
A289453,15574.71,1
A279191,32369.28,0
A584033,29086.87,0
A218358,4913.68,0
A149512,44674.39,1
A952529,29152.29,0
A317870,36811.59,0
A913358,1584.67,0
A826789,19785.88,0
A106841,17521.32,0
A186469,22458.8,1
A354820,23536.84,0
A278117,26060.4,0
A697357,14366.85,0
A551908,24966.76,0
A975776,21510.71,1
A629360,653.09,0
A125722,4119.83,0
A976421,4947.78,0
A377164,30640.63,0
A732578,22076.8,0
A710122,29303.0,0
A766952,14331.06,0
A841632,49262.61,1
A106221,1573.82,0
A264942,4082.07,0
A856540,33204.46,0
A205432,8232.46,0
A601377,33887.34,0
A742757,40634.2,0
A513745,16477.2,0
A154397,38423.13,0
A585225,36395.77,0
A386337,8706.07,0
A703566,13995.72,0
A692134,3920.96,0
A214657,2967.29,0
A107947,25091.96,0
A111401,7845.27,1
A175261,26347.97,0
A700922,25056.12,0
A165047,19948.32,0
A618358,22819.08,0
A817001,34624.1,0
A289333,7328.87,1
A587772,38612.58,0
A914819,41447.24,0
A696913,7058.62,0
A624969,38720.18,1
A237471,43286.94,0
A795248,19630.74,0
A133449,27932.24,0
A187368,5282.68,0
A161977,48844.71,0
A360645,11021.77,0
A558484,13566.71,0
A879659,14492.87,0
A723456,5445.25,0
A784894,4012.62,0
A695378,23650.84,0
A221083,43334.72,0
A139280,23796.99,0
A626296,47603.29,0
A705136,27307.67,0
A611047,42791.36,0
A683664,18498.11,0
A967942,30253.55,0
A215595,48786.21,0
A750042,35722.51,0
A295697,3322.73,0
A246924,31949.51,0
A181397,4199.31,0
A688324,47394.54,0
A380380,42495.3,0
A197713,30157.1,0
A756473,46985.24,0
A211696,25510.65,0
A644653,39485.35,0
A205725,45894.51,1
A697321,17437.1,1
A418351,31663.08,0
A581172,10098.83,0
A494327,38048.68,0
A533928,10177.3,0
A275026,27533.17,0
A249756,16380.47,0
A144461,36513.22,0
A112383,29899.54,0
A771725,18775.15,0
A922151,793.6,0
A222002,49310.06,0
A309132,18810.0,1
A339791,23597.14,0
A824707,38951.71,0
A585573,24565.53,0
A530235,14432.92,0
A368479,49796.87,0
A238053,2809.19,0
A721504,45666.99,1
A311930,47612.34,0
A941387,17085.59,0
A152581,43302.71,0
A296774,48005.17,0
A580348,38700.67,1
A211263,22145.61,0
A577295,1687.71,0
A926503,42236.45,0
A477584,15025.44,0
A607254,37367.99,0
A749380,14363.97,0
A813763,844.94,0
A896535,902.26,0
A249899,45346.5,0
A234550,11237.9,1
A508740,34243.06,1
A792665,21788.49,0
A822051,48847.66,0
A334924,33354.11,0
A275867,4836.54,0
A603046,14231.24,0
A447529,29299.77,0
A653958,4984.95,0
A524793,34801.96,0
A779047,3032.75,0
A552180,21589.72,0
A616973,16465.19,0
A782906,37343.23,1
A615195,26059.09,0
A202662,30943.92,0
A969826,35441.84,0
A995238,3028.45,0
A853518,8151.52,1
A694968,45180.41,0
A330267,7606.45,0
A751828,12788.08,0
A554585,27395.22,0
A345890,38165.8,0
A508592,23272.25,0
A641525,44799.0,0
A782824,45768.15,0
A362914,19848.29,0
A316402,30148.22,0
A756794,48262.9,0
A829697,43420.82,0
A168799,34245.03,0
A662205,36357.95,0
A701406,23234.42,0
A895597,27093.57,0
A506334,8210.69,0
A625171,13354.19,0
A886475,20291.89,0
A605985,995.85,0
A762478,34551.6,0
A845756,19967.37,1
A714203,48262.34,0
A692958,47853.14,0
A836814,43846.43,0
A134033,8914.2,0
A975641,10356.13,0
A201812,5636.45,0
A634409,33089.03,0
A852287,5034.2,0
A188403,39813.39,0
A318589,32136.74,0
A484586,4596.42,0
A257982,31061.28,0
A607213,19419.91,0
A212762,21659.32,1
A360045,9621.73,0
A885289,31990.15,0
A832050,31058.17,0
A899340,35952.75,0
A406755,2336.74,0
A735154,2231.39,0
A452990,34090.78,0
A100850,40434.97,1
A677169,29512.74,1
A469016,32685.62,0
A381744,29810.89,0
A345169,1287.73,0
A707654,9866.75,0
A363274,27319.51,0
A262555,24416.96,0
A681192,3213.31,0
A782254,45334.45,1
A791077,15402.54,0
A258731,42634.17,0
A138627,48196.01,0
A975612,23176.44,0
A143266,14048.7,0
A692718,5400.22,0
A323955,1577.38,0
A879511,24602.72,0
A731888,7997.23,0
A620942,4252.11,0
A613690,48135.39,0
A779677,25511.8,0
A614780,26517.23,0
A917409,19860.74,0
A802825,1760.6,0
A548216,23049.32,0
A782588,12595.46,0
A677110,42203.42,0
A203354,31058.39,0
A104021,10816.96,0
A853533,34688.43,0
A428542,13456.22,0
A538198,11541.9,0
A192578,9396.68,0
A339967,14983.66,0
A673678,14438.8,0
A795869,19118.55,0
A829986,971.69,0
A562379,27682.99,0
A685825,33399.4,0
A453352,6493.02,0
A651313,27587.39,0
A845967,39755.56,0
A777250,43272.21,0
A665581,48041.8,0
A709625,42765.09,0
A906988,10935.65,0
A944004,45249.5,0
A589869,17917.83,0
A384222,4394.55,0
A783896,6140.89,0
A559697,15173.59,0
A700703,6683.79,0
A719118,20097.56,0
A976944,45131.21,0
A613776,16681.41,0
A827078,34457.03,0
A547290,21533.83,0
A432767,21804.74,0
A155603,9013.38,0
A385115,3302.74,0
A344227,5784.06,0
A848070,47030.73,1
A930613,25937.76,0
A454339,23955.54,0
A755423,22779.59,0
A897477,9380.13,0
A203187,18286.03,0
A822073,39015.76,0
A799694,5289.49,1
A586552,11474.79,0
A131945,7424.2,0
A840912,31477.49,0
A163017,24233.49,0
A684878,12990.94,0
A180289,17034.76,0
A404739,11145.2,0
A815091,25268.77,0
A736669,30359.83,0
A559021,28657.87,0
A837198,12384.94,0
A349709,30760.86,0
A918224,24293.38,0
A943469,37653.0,0
A496352,29560.05,0
A997611,6793.06,0
A540151,39074.88,0
A236271,43647.82,0
A174191,11003.18,0
A759612,34402.18,0
A636427,37777.44,0
A655114,42885.11,0
A518531,12164.68,0
A197754,39782.77,1
A963608,18264.17,0
A205048,11733.12,0
A451612,38829.32,1
A532016,8632.88,0
A733995,5357.72,0
A636165,26560.42,0
A793462,19192.78,0
A950372,12570.48,1
A373393,39782.95,1
A985798,35717.94,1
A398215,35882.09,0
A722640,16393.2,0
A860640,3676.14,0
A607367,36532.7,0
A215116,13670.36,0
A357684,48546.98,0
A439001,27537.17,0
A900738,35201.12,0
A582592,303.21,0
A183693,47303.76,0
A520047,35523.59,0
A418179,10287.46,0
A496402,2504.47,0
A578253,6916.23,0
A954874,41797.12,1
A482718,24032.94,0
A648640,22971.7,1
A859989,10738.14,0
A820663,8005.66,0
A574685,8622.6,0
A455258,46554.36,0
A487921,31856.61,0
A844616,3812.34,0
A262554,17284.64,0
A355592,47769.88,0
A791029,16671.66,0
A683173,17359.86,0
A405204,47096.14,0
A604520,17124.43,0
A490830,3162.91,0
A551340,45331.66,1
A603368,5611.03,0
A204816,48789.31,0
A900593,41008.31,0
A128921,340.12,0
A374963,921.01,0
A509078,41027.16,0
A393745,12319.28,0
A647441,24633.8,0
A513535,20209.54,0
A279677,16552.53,0
A962556,47784.3,0
A915839,35283.14,1
A801050,19028.66,1
A160556,3822.68,0
A530080,14115.94,0
A170892,48712.56,1
A176430,17896.62,0
A578885,43303.47,0
A263644,23727.72,0
A916270,15119.19,0
A670608,18068.23,0
A298661,7656.14,0
A249212,31898.06,0
A382206,19561.98,0
A439209,5028.98,0
A667830,30328.45,0
A755075,34117.09,1
A536435,36868.69,0
A440716,23839.48,0
A427928,17048.29,0
A204171,26710.16,0
A711339,48931.64,0
A941939,4473.27,1
A183001,29431.16,0
A481446,27855.9,0
A682087,11117.94,0
A940321,46145.02,0
A540018,36004.64,0
A666690,24348.34,0
A622541,10812.4,0
A156821,37915.29,1
A975245,26436.67,0
A480195,4379.35,0
A273758,28616.36,0
A418559,46295.66,0
A509370,14463.53,0
A530252,137.93,0
A609058,37665.3,0
A147634,17599.99,0
A312500,29768.39,0
A799131,31072.1,0
A515276,2623.84,0
A730612,36935.03,0
A655381,30386.72,0
A795655,31204.68,0
A915000,32800.32,0
A510372,48077.66,0
A507947,36508.76,0
A509162,8052.07,0
A771909,43595.03,0
A514687,2020.44,0
A736864,42317.57,1
A721484,27298.25,0
A674073,25598.02,0
A252394,38654.55,0
A542635,31499.08,0
A449980,22093.2,0
A852025,47785.89,0
A707510,46209.69,0
A641939,17090.18,0
A388978,22703.65,0
A149442,2834.37,0
A850892,40764.9,0
A939291,26249.13,0
A859101,6987.24,0
A151970,26144.58,0
A963561,21868.02,0
A463249,34403.72,0
A221304,48274.09,0
A873916,49052.9,0
A261635,3393.26,0
A174000,13615.94,1
A353883,14785.1,0
A890844,5146.86,0
A319534,48054.87,0
A464288,48735.82,0
A568390,9696.64,0
A978597,41839.44,0
A634246,23485.74,0
A826901,46791.89,0
A635867,28787.96,0
A124972,2396.81,0
A254664,846.13,0
A885053,23129.95,0
A713317,13673.82,0
A681605,28311.98,0
A283094,7790.31,0
A522646,36595.14,0
A377371,18519.03,0
A651125,39957.43,0
A708618,10464.45,0
A645297,36532.88,0
A665544,18044.14,0
A364593,15354.57,0
A479600,17056.24,0
A301244,37963.22,0
A266617,23172.92,0
A863812,48897.06,0
A996581,4303.58,0
A360527,20642.11,0
A917475,7482.7,1
A599304,43827.93,0
A405272,19577.82,0
A949477,27066.76,0
A877548,24538.67,1
A896455,41171.31,0
A563909,15504.5,0
A679362,31438.41,0
A712306,9832.41,0
A258875,24605.08,1
A137053,22468.66,0
A702971,18793.62,0
A538917,45867.37,0
A988132,7293.05,0
A337313,44178.31,0
A639451,7572.16,0
A613164,20522.02,0
A714546,16743.45,0
A282960,4895.95,0
A859737,37433.25,0
A337222,8942.21,0
A878806,45940.18,0
A310401,41627.27,0
A823970,26647.08,0
A976558,44674.23,0
A477325,2062.6,0
A452742,42050.01,0
A494708,42373.75,1
A819866,37208.22,0
A246479,47901.06,0
A389893,33160.51,0
A712300,43701.22,0
A560762,5728.36,0
A651926,27934.25,0
A189094,34693.58,0
A656646,15682.21,0
A210057,36314.34,0
A281993,16143.22,0
A949340,2827.19,0
A483845,14265.52,0
A126303,18329.74,0
A146882,18689.47,0
A920334,20299.95,0
A437462,6537.75,0
A893228,32848.19,0
A867523,38058.1,0
A261861,33112.12,0
A866450,25287.6,0
A545907,38536.62,0
A724239,49990.87,1
A866155,16373.24,0
A997916,4269.82,0
A105130,1243.45,0
A850879,15800.49,0
A309529,10721.52,0
A763250,42914.44,0
A676857,5540.73,0
A829487,13179.43,0
A142720,16820.6,0
A225138,46178.02,0
A209600,42045.91,1
A956425,18350.78,0
A632106,42232.38,0
A424202,28895.56,0
A865759,20234.17,0
A464888,18827.8,0
A767746,17351.98,0
A118189,38444.44,0
A392579,45758.96,0
A348326,2099.71,0
A956969,31774.88,0
A504012,22421.89,0
A446371,44921.27,0
A515512,17328.5,0
A578919,26393.93,0
A653412,9981.25,0
A813777,27104.17,0
A933492,26183.09,0
A472668,12433.11,1
A280067,14119.23,1
A916776,23648.44,0
A539005,35800.15,0
A723816,32536.61,1
A137309,29393.17,0
A646691,23227.69,0
A728018,48578.95,0
A910322,1814.42,0
A119839,19593.25,1
A395819,14156.68,0
A908945,26868.08,0
A854033,25614.13,0
A111968,4848.96,0
A419702,26697.06,1
A732790,25415.01,0
A833633,40031.35,0
A480155,8236.56,0
A232533,13500.39,1
A491948,10489.69,0
A808431,27229.34,0
A587736,24862.72,0
A566621,25805.23,0
A197815,37006.98,0
A674982,39154.18,1
A856202,28909.78,0
A648033,49208.88,0
A166000,10726.73,0
A639161,10607.57,0
A806140,545.88,0
A226097,9057.28,0
A742494,15099.12,0
A810547,23252.61,0
A890131,23559.49,0
A167901,48488.83,0
A392007,32481.37,0
A378678,45447.96,0
A791737,22675.34,0
A680894,25246.31,0
A939460,35393.09,0
A302782,9393.14,0
A160390,14228.76,0
A137432,3871.9,0
A820443,45498.21,0
A342301,3428.03,1
A329642,23226.93,0
A829418,38413.57,0
A553503,18151.47,0
A850269,29846.45,0
A245482,35725.45,0
A588768,14244.33,0
A719619,27028.98,0
A496391,27015.58,0
A153875,20409.61,0
A474706,3706.23,0
A964137,16117.04,0
A573988,14344.87,0
A149704,39257.66,0
A802436,3784.53,0
A796275,4325.7,0
A912236,43308.6,0
A272070,32301.53,0
A284960,18441.63,1
A544600,48338.31,0
A754089,23770.94,0
A414498,19808.44,0
A983955,45488.67,0
A752460,21698.25,0
A636234,27396.38,0
A928019,41240.39,0
A591763,31637.94,0
A309961,10392.19,0
A109990,39086.31,0
A129577,28975.07,0
A759370,46073.51,0
A985720,8106.06,0
A583421,594.98,0
A322065,23102.5,0
A558922,44234.98,0
A452534,32983.88,1
A307877,40309.22,0
A605579,23007.17,1
A943582,47936.99,0
A745723,42143.09,1
A401678,33252.64,0
A392291,152.57,0
A892465,14859.38,0
A614624,36130.84,0
A882754,18309.51,0
A424116,12684.52,1
A623210,38114.86,0
A615972,39799.46,0
A237739,19432.67,0
A114820,15944.19,0
A446678,834.18,1
A856697,596.34,0
A745822,40391.11,0
A486368,36602.16,0
A797035,27386.35,0
A560824,5498.64,0
A790748,23003.08,0
A261630,22178.42,0
A955916,30116.38,0
A479473,44020.29,0
A226722,46048.89,0
A109949,270.23,0
A873461,30187.33,0
A954533,41554.21,0
A728222,11958.97,0
A885632,47989.29,0
A513305,22320.9,0
A110521,48997.17,0
A529419,26487.09,0
A270558,21422.78,0
A485669,36391.83,0
A213808,9934.74,0
A119163,13230.06,0
A605807,7992.32,1
A244666,13785.86,0
A678377,23344.48,1
A923259,46311.7,0
A358438,2054.09,1
A803234,43565.32,0
A996275,30882.98,0
A210380,17332.62,0
A247893,31189.61,0
A940173,34896.83,0
A993301,6553.82,0
A950225,12675.24,0
A340786,348.86,0
A880011,10543.58,1
A858259,5364.38,0
A936092,29228.79,0
A588215,6114.86,0
A556979,48943.41,0
A572382,24000.26,0
A780692,20655.94,0
A603717,22697.53,0
A452671,22175.46,0
A236223,27634.23,0
A412511,39297.01,0
A385290,39303.45,1
A478265,49107.39,0
A640951,29757.24,0
A624678,23272.84,0
A193163,37028.36,0
A256033,18875.15,0
A933936,11516.99,0
A461137,45763.67,0
A640406,22241.97,0
A248135,1299.62,0
A885663,36588.74,0
A628584,16737.25,0
A605792,31887.92,0
A694786,17514.35,0
A323169,44287.25,0
A508089,6059.17,0
A530635,3172.78,0
A539206,26125.76,0
A649955,24566.98,0
A868602,29048.57,0
A412854,18308.64,0
A539067,4448.26,0
A614326,27287.24,0
A192834,26953.46,0
A807617,29608.59,0
A312231,17074.78,0
A647068,40584.7,0
A196574,11050.81,0
A951667,31052.46,0
A317076,29650.62,0
A124102,3843.02,0
A316864,27224.01,0
A637143,5948.74,0
A396062,31327.5,1
A478985,12671.72,0
A714764,13219.6,0
A554448,5957.66,0
A380843,31861.49,0
A410599,11315.28,0
A277520,26335.09,0
A183068,27926.72,0
A502444,23039.93,0
A533585,47610.08,0
A292439,15409.59,0
A758269,22423.17,0
A661075,18856.7,0
A771947,18520.67,0
A761167,12162.0,0
A146505,42285.82,0
A498530,4756.04,0
A466827,46419.54,0
A862143,38855.64,0
A119653,26657.13,0
A898092,10057.45,0
A441451,32692.41,0
A472536,2309.39,0
A270988,15764.22,0
A118717,21597.31,0
A200228,40395.58,0
A390823,8983.6,0
A158931,14103.8,0
A451730,35052.19,0
A620148,30773.15,0
A828644,14573.82,0
A787699,33194.16,0
A381284,45585.4,0
A677076,42669.13,0
A770192,35771.96,0
A929393,38276.42,0
A959388,44737.87,0
A707990,35528.98,0
A792951,28629.6,0
A339895,24590.45,0
A744861,11413.83,0
A705832,14664.1,0
A491488,48836.38,0
A859242,29587.92,0
A294669,49631.21,0
A168747,26723.51,0
A612987,30923.68,0
A582405,7037.79,0
A881817,23265.0,0
A683272,38560.89,0
A547845,11738.76,0
A295815,28263.05,0
A806247,5189.69,0
A934371,5961.93,0
A351773,30552.03,0
A805368,39371.67,0
A527346,39724.16,0
A906004,2497.49,0
A602189,19439.41,0
A885056,39514.67,0
A647793,12575.37,0
A720340,35458.05,0
A620381,25484.96,0
A297685,4630.84,1
A568403,41014.01,0
A386174,18418.69,0
A170476,26265.94,0
A170576,4584.44,0
A171627,39117.02,0
A416341,15971.38,0
A503634,39861.07,1
A513549,25892.39,0
A903805,28017.3,1
A489824,39330.33,0
A718263,22173.53,0
A203435,21625.06,0
A505879,32980.58,0
A316255,32129.29,1
A333922,11209.9,0
A382883,29477.87,0
A855108,34166.9,0
A397753,279.22,0
A533880,6943.61,0
A606512,8359.06,0
A897476,26326.16,0
A213888,33073.11,0
A895690,18127.04,0
A930555,19373.0,0
A583861,4968.75,0
A871864,16547.84,0
A765111,841.88,0
A412922,5329.82,0
A321363,36378.72,0
A234655,40244.7,0
A792288,17611.2,0
A297138,31486.43,1
A796519,20036.85,0
A255781,48138.23,0
A422944,35025.74,0
A781523,16929.49,0
A852011,47568.58,1
A205376,39318.05,0
A763912,13599.22,0
A175177,23682.58,0
A182420,5912.82,0
A621935,21126.83,0
A421580,11611.82,1
A661143,30938.27,1
A736623,19545.31,0
A620141,38756.48,0
A486044,3797.04,0
A558982,12483.41,0
A112662,13205.94,0
A508979,49889.78,1
A960062,11368.44,0
A269528,33921.01,0
A608974,3581.22,0
A454576,36182.39,1
A325904,46059.91,0
A264154,31695.95,0
A112338,5397.73,0
A262542,29085.23,0
A479378,45306.72,0
A887754,34123.5,0
A179820,49622.09,0
A319101,44485.05,0
A210529,43223.17,0
A763999,26012.28,0
A599630,36375.77,0
A444609,48286.88,0
A756198,40520.87,0
A627242,41700.2,0
A787269,16869.09,0
A576266,32227.96,0
A821131,27621.59,0
A154365,44183.57,0
A651496,5577.48,0
A191499,13875.35,0
A531057,40357.1,0
A611875,28333.91,0
A434324,32983.73,0
A828080,22371.31,0
A702268,11743.91,0
A401825,49139.66,0
A438328,11485.06,0
A686099,33708.59,0
A394163,31482.19,0
A599185,36953.31,0
A479101,8798.48,0
A479309,32986.94,0
A608106,40626.6,0
A411671,34253.38,1
A630617,43993.02,0
A534187,8847.66,0
A257745,12528.14,0
A859649,27137.88,0
A351371,24751.95,0
A129705,39925.88,0
A192128,16015.09,0
A596858,9711.12,0
A872135,27961.6,0
A199999,8445.77,0
A430527,26210.27,0
A375222,37818.71,0
A471903,33325.95,0
A248521,21846.05,0
A437570,41433.41,0
A185057,23883.07,0
A662574,410.37,0
A639867,2497.08,0
A688854,7734.17,0
A641195,32099.58,1
A341509,39106.76,0
A956972,20775.43,0
A965899,19766.56,0
A486032,724.56,0
A332962,27914.54,0
A101157,19085.77,0
A375877,16992.75,0
A443502,39922.86,0
A579907,11906.5,0
A707030,11176.18,1
A126526,6933.06,0
A982456,28041.87,0
A150854,40482.03,0
A632593,7545.88,0
A904371,43248.56,0
A291693,404.16,0
A292767,11387.75,0
A479366,24612.93,0
A159360,19657.88,0
A626973,34132.27,0
A209750,37521.28,0
A754699,2490.39,0
A642943,16501.0,0
A635748,21038.98,1
A736897,14935.87,0
A341902,47401.96,0
A669558,13254.18,1
A170180,6433.98,0
A743452,5612.52,0
A197455,25613.05,0
A795625,39761.83,0
A501700,4921.92,0
A965001,31485.11,0
A652299,49964.42,0
A380702,20937.0,0
A202000,39371.9,0
A679259,31327.59,1
A985034,30958.66,0
A811175,13454.65,1
A747400,3922.51,0
A916406,32200.95,0
A679178,2464.87,0
A471744,44991.95,0
A281589,14479.64,1
A527203,44989.06,0
A575872,23690.53,0
A975670,2280.17,0
A803545,27010.82,0
A944100,30199.62,0
A142310,46888.04,0
A891462,37530.08,0
A664609,13600.2,0
A407555,11360.99,1
A480100,34424.61,0
A923677,19051.38,0
A420595,14263.25,0
A161847,11533.44,0
A831645,24801.92,0
A171862,45455.15,0
A891450,22362.22,0
A745934,5832.29,0
A345715,29915.35,0
A309942,29851.58,0
A114561,47629.79,0
A923764,46147.02,0
A827172,14634.49,0
A334692,45417.28,0
A943580,47631.23,0
A796421,14449.48,0
A161186,20395.2,0
A722628,33635.62,0
A663872,29952.48,0
A623124,36871.0,0
A412967,1526.27,0
A151992,25584.87,0
A303727,13654.88,0
A461003,29200.47,0
A467336,6171.49,0
A669832,24435.43,0
A182910,20723.31,0
A211150,29619.28,0
A124273,39732.52,0
A215063,38840.93,0
A974834,16865.19,0
A985312,31903.4,0
A180307,1639.67,0
A366756,28829.64,0
A210916,41759.86,0
A775529,6260.47,0
A471567,1595.76,0
A306422,39912.57,0
A484101,31756.0,1
A455308,19350.5,0
A707641,11879.93,0
A388658,11593.56,0
A313717,7788.52,0
A839611,12565.39,0
A113152,48719.77,0
A628673,3505.66,1
A800259,32689.86,0
A121621,40372.59,0
A510157,38368.52,0
A298391,1296.6,0
A217159,13349.58,0
A252780,4582.82,0
A765540,43277.36,0
A440451,13633.78,1
A306232,39735.52,0
A506255,35836.65,0
A463953,12762.2,1
A544136,18753.98,0
A945909,48647.62,0
A617972,35158.28,0
A876681,39160.02,0
A853860,38194.13,0
A250609,10597.46,0
A702337,5191.09,0
A695835,6177.54,0
A909894,40750.38,0
A559708,36774.42,0
A751370,18618.53,0
A628912,40402.03,0
A571691,40327.36,0
A752703,26140.09,0
A173843,7860.98,0
A481923,49514.15,0
A786841,47500.06,0
A682660,2978.79,0
A862443,16493.68,0
A612157,9773.52,0
A148250,4733.27,0
A138398,22162.24,0
A220826,39215.69,0
A140728,24819.36,0
A556322,34842.68,0
A469187,13542.14,0
A579565,49388.02,0
A716981,10788.39,0
A179307,3797.94,0
A653377,47082.95,0
A621372,21718.11,0
A973806,11946.24,0
A349631,31948.26,0
A659624,22101.7,0
A536697,21029.82,0
A297256,47004.9,0
A863699,20661.99,0
A494002,21410.17,0
A763881,42220.45,0
A445148,4723.79,0
A177581,27099.74,0
A158803,10262.13,0
A299236,10380.82,1
A373059,38584.51,0
A663764,38620.49,0
A864852,24376.8,0
A940608,34174.77,0
A296404,18203.24,0
A769990,33784.33,0
A243857,25306.93,0
A379514,23528.95,0
A212539,35033.78,0
A154758,2967.4,0
A180895,46071.14,0
A826757,31758.9,1
A105692,19034.95,0
A224552,19580.57,0
A347032,15363.79,1
A134899,49685.85,0
A381096,49530.75,0
A339059,47795.99,0
A995490,19685.84,0
A565018,43366.02,0
A580934,22973.45,0
A178690,2241.57,1
A934614,9224.14,0
A838002,33158.54,0
A789462,28332.57,0
A105046,23640.44,0
A115449,47117.0,0
A572568,4693.95,0
A519355,1847.2,0
A391661,3506.2,0
A239273,38602.09,0
A242313,11756.63,0
A795109,32212.4,0
A432184,14809.5,0
A307661,14232.18,0
A714356,13671.39,1
A730944,23631.43,0
A479867,16735.96,0
A772147,37098.56,0
A153254,42970.25,0
A527461,19862.68,0
A458569,22375.81,0
A852307,7020.92,0
A558169,23295.34,0
A105677,29955.82,0
A914685,19351.58,0
A996874,11075.12,0
A433466,28753.12,0
A944034,36064.99,0
